-0.004828+0.0014722i,-0.003511+0.0026195i,-0.0016465+0.0031271i,0.00030541+0.0022554i,-0.00032982+0.0017118i,-0.0013444+0.0012416i,-0.00068716+0.00038307i,3.3073e-05+0.00049403i,0.00087517+0.0016033i,0.001705+0.0013388i,0.0022511+0.00016757i,0.0013314-0.00057649i,-0.00016519-0.0013966i,-0.00058112-0.0010495i,-0.00022758-0.00040158i,-0.00010231-0.00030494i,-3.4666e-05+0.00017271i,2.3736e-05-0.00069737i,0.00034971-0.0010732i,-1.7114e-05-5.3948e-05i,-0.00018475+0.00071503i,0.00048849+0.00071374i,0.00078063+0.00063494i
0.021564-0.014278i,0.05807-0.060927i,0.083031-0.16388i,0.01852-0.28122i,-0.12464-0.31254i,-0.20574-0.23321i,-0.1563-0.14212i,-0.07627-0.089111i,-0.031893-0.043391i,-0.0005218-0.0097678i,0.017491-0.0027229i,0.015015-0.0026764i,0.0029125-8.1018e-05i,-0.0089993+0.0027819i,-0.0099948+0.010425i,-0.00053985+0.014521i,0.0052797+0.0076589i,-0.00027468-0.0027904i,-0.0095225-0.0066907i,-0.010519-0.0041027i,-0.0036075-0.00066192i,-0.00044741+0.0039729i,-0.0016358+0.0086728i
-0.0056459+0.019637i,-0.01258+0.066842i,-0.005904+0.17277i,0.058923+0.29006i,0.16496+0.3222i,0.22048+0.2566i,0.17947+0.16311i,0.097083+0.091315i,0.03927+0.042162i,0.0096902+0.0105i,-0.0062997-0.00079152i,-0.0068369+6.4112e-05i,0.005747-0.00095916i,0.015238-0.0040797i,0.013842-0.0079665i,0.0048262-0.010851i,-0.0021893-0.0069911i,0.0002071+0.001203i,0.0041031+0.0058464i,-0.00054763+0.0075014i,-0.0059561+0.010483i,-0.00033059+0.0098004i,0.0091486+0.0022012i
0.0022578-0.010937i,0.0043303-0.056844i,-0.012759-0.16352i,-0.078611-0.29145i,-0.15899-0.33981i,-0.17243-0.27785i,-0.12487-0.16999i,-0.072688-0.078525i,-0.028754-0.021073i,0.0064375+0.0042356i,0.02134+0.0071703i,0.017316+0.0052746i,0.0069535+0.0035688i,-0.0011709+0.0017426i,-0.002965+0.0052566i,0.001847+0.010459i,0.0045473+0.0093909i,0.0019343+0.0030007i,0.0019787-0.00018674i,0.0087058+0.00028784i,0.015398-0.0050807i,0.011229-0.012215i,0.00079459-0.010085i
-0.0050158+0.014791i,-0.016385+0.065928i,-0.015068+0.17475i,0.033254+0.3079i,0.098241+0.37959i,0.1082+0.34225i,0.072319+0.23729i,0.040604+0.12741i,0.018795+0.051448i,-0.0007396+0.019249i,-0.012314+0.0123i,-0.011364+0.010193i,-0.001111+0.005871i,0.0064098-0.00064303i,0.002232-0.0071313i,-0.0068388-0.0073417i,-0.0083364-0.0021557i,-2.0494e-05+0.0011226i,0.0077241-0.00085374i,0.0087572-0.0038748i,0.0030719-0.0030701i,-0.0026307-0.0012611i,-0.0037173-0.001i
-0.0031077-0.016454i,-0.013993-0.070074i,-0.044158-0.18208i,-0.090521-0.30832i,-0.11181-0.36556i,-0.082574-0.32224i,-0.037282-0.21538i,-0.0028067-0.10969i,0.019713-0.047165i,0.027609-0.022925i,0.029104-0.015627i,0.020251-0.013879i,0.0019102-0.008081i,-0.0077317+0.0019596i,-0.0049658+0.0096514i,0.0023636+0.0129i,0.0047617+0.009779i,9.6813e-05+0.0048038i,-0.0019309+0.0027729i,0.004279-0.00096435i,0.009771-0.0059455i,0.0068619-0.0051743i,0.0015912+0.0024261i
0.0022318+0.0076826i,0.020666+0.04956i,0.060913+0.14709i,0.10524+0.26863i,0.093832+0.33291i,0.026057+0.29789i,-0.012576+0.19215i,-0.004197+0.083072i,-0.0042908+0.021826i,-0.019472+0.0078679i,-0.02589+0.0097492i,-0.018787+0.0092031i,-0.0071338+0.0048994i,-0.00025511-0.0018404i,0.00017018-0.0090933i,-0.0032568-0.012926i,-0.0038861-0.0097689i,0.00052822-0.0035971i,0.00094345-0.0025421i,-0.0075964-0.0029093i,-0.014965+0.0014101i,-0.0099817+0.0039624i,0.00061534-0.00030074i
0.0016158-0.017607i,-0.0058282-0.063585i,-0.026664-0.16129i,-0.052677-0.27477i,-0.041495-0.33618i,0.010202-0.30476i,0.027558-0.20235i,0.0048885-0.092064i,0.0014054-0.029451i,0.014412-0.019573i,0.018472-0.022215i,0.013208-0.01835i,0.0049287-0.011123i,0.0012292-0.0018397i,0.0041348+0.0053084i,0.007662+0.0073235i,0.0053945+0.0055895i,-0.00025946+0.0057605i,-0.0022433+0.0097397i,0.0010027+0.012181i,0.0079512+0.0091582i,0.01021+0.0028874i,0.0048764-0.0016357i
0.012483+0.012138i,0.034058+0.054164i,0.070382+0.13791i,0.085437+0.23201i,0.026434+0.27823i,-0.062425+0.24739i,-0.086026+0.16459i,-0.061079+0.08349i,-0.043174+0.041569i,-0.03459+0.031116i,-0.029908+0.027844i,-0.020093+0.025842i,-0.0032986+0.017638i,0.0038575+0.0031738i,-0.0012416-0.0071984i,-0.0072894-0.010876i,-0.0069876-0.0095019i,-0.0017175-0.0073739i,-0.00049504-0.0074708i,-0.0055101-0.0038776i,-0.010273+0.0033683i,-0.010696+0.006336i,-0.0074288+0.0021577i
-0.012113-0.0051573i,-0.040929-0.035792i,-0.091614-0.10508i,-0.11403-0.18652i,-0.037929-0.22165i,0.077089-0.18759i,0.10024-0.11204i,0.05358-0.039075i,0.033166-0.0052529i,0.038731-0.011319i,0.035326-0.022651i,0.022493-0.021526i,0.010159-0.013546i,0.0044603-0.0042264i,0.0048627+0.0062548i,0.0066584+0.014278i,0.0057743+0.014413i,0.0026555+0.010819i,0.0045572+0.010019i,0.015504+0.007557i,0.025326+0.00015828i,0.024453-0.0052608i,0.016214-0.0030231i
0.0075338+0.010906i,0.027737+0.039115i,0.057078+0.10318i,0.058197+0.175i,-0.0092116+0.20256i,-0.093258+0.16702i,-0.087869+0.096392i,-0.026611+0.03091i,-0.0048476+0.0024037i,-0.013616+0.0099679i,-0.017385+0.019453i,-0.013673+0.019801i,-0.0059871+0.014674i,-0.0012274+0.004301i,-0.0016849-0.0034276i,-0.0049241-0.0046461i,-0.0063217-0.0041372i,-0.0035636-0.0041863i,-0.0031142-0.0053624i,-0.0090878-0.0065472i,-0.017466-0.0033738i,-0.020198+0.0011739i,-0.014769+0.00046163i
-0.011351-0.006953i,-0.038759-0.037554i,-0.079535-0.094203i,-0.083016-0.14328i,0.00068375-0.14738i,0.099176-0.10354i,0.10691-0.052272i,0.063095-0.025371i,0.040426-0.021329i,0.035093-0.029438i,0.030115-0.034708i,0.018446-0.033449i,0.0040438-0.023347i,-0.00085718-0.0066985i,0.0028559+0.0041541i,0.0067145+0.0068443i,0.005672+0.004993i,0.0015828+0.0045098i,0.0013195+0.0061012i,0.0066097+0.0021697i,0.012306-0.0056282i,0.013626-0.0085298i,0.010089-0.0040751i
0.010514-0.004073i,0.041476+0.010185i,0.091651+0.042784i,0.098443+0.072618i,-0.00027448+0.069027i,-0.11446+0.036459i,-0.11897+0.0081836i,-0.061929-0.0053178i,-0.036382-0.0037614i,-0.034904+0.012074i,-0.026477+0.021969i,-0.015466+0.019745i,-0.0080721+0.012467i,-0.0038087+0.0035168i,-0.0036074-0.0057194i,-0.0076703-0.010135i,-0.0095763-0.0077581i,-0.0066165-0.0050458i,-0.0077539-0.0048578i,-0.015509-0.0013259i,-0.021855+0.0080059i,-0.020638+0.013909i,-0.013294+0.01118i
-0.0084215-0.0024101i,-0.02785-0.014002i,-0.060412-0.04457i,-0.06343-0.070777i,0.002731-0.055958i,0.072153-0.019498i,0.05362+0.0042164i,0.0010368+0.017556i,-0.0044395+0.015095i,0.013534-0.0054118i,0.019241-0.019663i,0.01436-0.020847i,0.007318-0.015902i,0.0034684-0.006703i,0.0030956+0.0018977i,0.0030344+0.0043344i,0.0028204+0.0010129i,0.0017654-0.0011209i,0.0018965+0.0012805i,0.0063408+0.0019018i,0.013578-0.0033845i,0.018828-0.0083608i,0.017604-0.0078382i
0.007852+0.0043208i,0.035723+0.015796i,0.072947+0.034645i,0.07299+0.036975i,0.00084599+0.0020424i,-0.077094-0.044993i,-0.078846-0.052729i,-0.044088-0.02667i,-0.027759-0.001495i,-0.021953+0.015143i,-0.014687+0.023267i,-0.0043904+0.02372i,0.0033689+0.014986i,0.0027633+0.0026905i,-0.00098094-0.0029702i,-0.0026542-0.0021971i,-0.0019372-0.00063077i,0.00073965-0.00016285i,0.0019408+0.00034863i,0.00014742+0.0038663i,-0.0033752+0.0090276i,-0.0070093+0.0087479i,-0.0082765+0.0013373i
-0.0037719+0.0026873i,-0.032845-0.0032045i,-0.078623-0.0075665i,-0.089211+0.005072i,-0.01734+0.037374i,0.063395+0.06342i,0.068492+0.049424i,0.03981+0.018918i,0.03345-0.00077932i,0.03674-0.015759i,0.030352-0.019271i,0.020401-0.013859i,0.013179-0.0089077i,0.0091383-0.0033117i,0.0086308+0.00198i,0.0091296+0.003428i,0.0089044+0.00043512i,0.0076952-0.0016912i,0.0072986-0.0012974i,0.010138-0.0054221i,0.012159-0.013491i,0.010632-0.017016i,0.0060656-0.012171i
0.0062955-0.0013918i,0.02461-0.0024289i,0.05678-0.0037403i,0.067198-0.020852i,0.024959-0.059846i,-0.0073199-0.087289i,0.018542-0.076695i,0.043111-0.054541i,0.026926-0.033696i,0.0027484-0.0074961i,-0.0045653+0.010422i,-0.0036044+0.015128i,-0.0015812+0.012222i,-0.00086323+0.0044143i,-0.0004112-0.001831i,-0.0004378+9.2043e-05i,-0.00084121+0.0057531i,0.0015936+0.0060026i,0.0036417+0.00091084i,0.0021511-0.00043138i,-0.00092772+0.0045318i,-0.0042481+0.0098091i,-0.005356+0.010372i
-0.0054755-0.0043756i,-0.027939-0.0056491i,-0.060992-0.0020381i,-0.072576+0.026506i,-0.035748+0.086283i,0.01235+0.1266i,0.026275+0.10068i,0.024991+0.04568i,0.025504+0.0084319i,0.02064-0.0083727i,0.011245-0.012398i,0.0016707-0.010275i,-0.0027019-0.0039082i,0.00015557+0.0029224i,0.0025542+0.005049i,0.0013296+0.0030944i,-0.00063215+0.0008969i,-0.0030695+0.0011173i,-0.0054906+0.0016578i,-0.0077511-0.00038104i,-0.0079253-0.0038468i,-0.0027432-0.004202i,0.0046881-0.00099237i
0.0051376-0.0040652i,0.027256-0.012332i,0.063713-0.033141i,0.07701-0.069017i,0.039514-0.10617i,-0.0033452-0.10744i,-0.0091847-0.056177i,-0.0036112-0.0056206i,-0.0097639+0.013121i,-0.017537+0.016528i,-0.017622+0.013347i,-0.013525+0.009789i,-0.009993+0.0076751i,-0.0080149+0.0041067i,-0.0081804+0.00086026i,-0.0087474+0.0016641i,-0.0083985+0.0044095i,-0.0069246+0.0049038i,-0.0041471+0.0050101i,-0.00096271+0.0070988i,0.00083759+0.010843i,0.00185+0.011992i,0.0025163+0.0064474i
-0.0046212+0.0036399i,-0.016153+0.011163i,-0.042736+0.03098i,-0.064182+0.068917i,-0.061031+0.11207i,-0.065459+0.12771i,-0.081859+0.10501i,-0.068447+0.076131i,-0.029001+0.048719i,-0.0017216+0.016709i,0.0030227-0.0023337i,0.00072321-0.0072112i,-0.00036103-0.0072253i,0.00070767-0.0041707i,0.00091995-0.0010049i,-0.00034224-0.0017696i,-0.0017632-0.0036866i,-0.0032429-0.0018407i,-0.0029824+0.0021443i,-0.0021639+0.0037993i,-0.0022408+0.0018172i,-0.0015217-0.0021118i,-0.0010162-0.0041263i
0.0085236-0.0064995i,0.02158-0.013984i,0.046272-0.034871i,0.059885-0.076862i,0.04334-0.13015i,0.018257-0.14181i,0.00028868-0.09292i,-0.014281-0.03591i,-0.017929-0.0065949i,-0.011648-0.00027153i,-0.0041455-0.0011265i,0.001132-0.0019237i,0.0034869-0.0047352i,0.00030396-0.006776i,-0.003573-0.0057646i,-0.0040131-0.0041537i,-0.0031455-0.0028419i,-0.0014717-0.0014471i,0.0029353-0.0028336i,0.0081289-0.006097i,0.010559-0.0068716i,0.0079397-0.0049528i,0.0016215-0.002572i
-0.00047768+0.0041448i,-0.016627+0.015552i,-0.04562+0.040518i,-0.069619+0.079227i,-0.071146+0.10966i,-0.062578+0.091293i,-0.05425+0.030061i,-0.034728-0.012173i,-0.0080642-0.019718i,0.0084195-0.017355i,0.010695-0.014459i,0.0076162-0.011571i,0.0056883-0.0093377i,0.0060141-0.0069301i,0.0083206-0.0042229i,0.010464-0.003042i,0.010294-0.0044875i,0.0085668-0.0047319i,0.0049373-0.0023172i,6.0876e-05-0.00076824i,-0.003626-0.00052833i,-0.0048475-0.001238i,-0.0045881-0.0011627i
-0.00045157-0.0075207i,0.0067475-0.019958i,0.026811-0.050057i,0.052249-0.092622i,0.076223-0.12552i,0.099392-0.1293i,0.10121-0.10626i,0.066955-0.079138i,0.025712-0.049989i,0.0068019-0.02223i,0.0049544-0.0065864i,0.0051686+0.0011149i,0.0050703+0.0038383i,0.0043508+0.0017561i,0.0018823-0.0001659i,-0.00030638+0.00037738i,-0.00054587+0.00012252i,-0.00069557-0.0020833i,-0.0016589-0.0043611i,-0.00021412-0.0061901i,0.002655-0.0070865i,0.0028976-0.0049407i,0.0023919-0.0013379i
0.00080733+0.0037631i,-0.0065384+0.011243i,-0.026585+0.034706i,-0.049366+0.076179i,-0.056341+0.11412i,-0.044936+0.10917i,-0.017116+0.059748i,0.0088448+0.015646i,0.016731+0.00034732i,0.013735+0.0006489i,0.0075348+0.0026431i,0.0030941+0.0037265i,0.0027607+0.0055415i,0.0050691+0.0047391i,0.0075644+0.0024268i,0.0093046+0.0015294i,0.009469+0.0022736i,0.0075503+0.003124i,0.0033688+0.0058696i,-0.0010198+0.010562i,-0.0034818+0.013232i,-0.0027447+0.010495i,0.00047014+0.0038777i
-0.0004569-0.0022588i,0.008938-0.016093i,0.030984-0.04621i,0.056923-0.084108i,0.073908-0.097887i,0.086224-0.064134i,0.084715-0.010005i,0.059701+0.016239i,0.029449+0.015473i,0.011229+0.010777i,0.0055317+0.008114i,0.0035214+0.0059889i,0.0024053+0.0050517i,-0.00045856+0.003935i,-0.0065833+0.0047218i,-0.012065+0.0062841i,-0.013421+0.0070881i,-0.012003+0.0065786i,-0.0086245+0.003676i,-0.00331-0.0011565i,0.0012285-0.0055187i,0.0035909-0.0051167i,0.0044858-0.0030293i
-0.0018063+0.0022578i,-0.0055829+0.013109i,-0.018413+0.04149i,-0.043314+0.081785i,-0.077291+0.1103i,-0.10246+0.11064i,-0.09122+0.092361i,-0.049408+0.071661i,-0.01261+0.046339i,0.00069807+0.021916i,-0.00022859+0.0083012i,-0.0030938+0.0020302i,-0.0040999-0.0016551i,-0.0029684-0.0024292i,0.0010132-0.0011978i,0.0035118+0.00056663i,0.0046683+0.0013437i,0.0059495+0.0013574i,0.0057922+0.002918i,0.0037319+0.007611i,0.00080064+0.010194i,-0.00071689+0.0074027i,-0.0015008+0.0027257i
0.0023901-0.0018285i,0.0067252-0.01132i,0.019254-0.037621i,0.035343-0.07375i,0.042547-0.08933i,0.033266-0.063975i,0.010361-0.016224i,-0.0084599+0.010813i,-0.010239+0.010228i,-0.005869+0.0023033i,-0.0031477-0.0019881i,-0.0017046-0.0028904i,-0.0023469-0.0024464i,-0.0044681-0.00066697i,-0.0064746+0.0014452i,-0.0087863+0.0020566i,-0.010256+0.002409i,-0.0092128+0.0022366i,-0.007463-0.0016421i,-0.0047669-0.0087924i,-0.0022802-0.013305i,-0.0015856-0.010683i,-0.0010593-0.0035144i
-0.000188+0.0025208i,-0.0049353+0.011472i,-0.019575+0.033777i,-0.044842+0.062131i,-0.074354+0.066666i,-0.098273+0.036168i,-0.096232+0.0020739i,-0.065733-0.009282i,-0.031096-0.0071716i,-0.01156-0.0047669i,-0.006202-0.0029878i,-0.004753-0.0029103i,-0.0025998-0.0033292i,0.0018984-0.0028878i,0.0087693-0.0046073i,0.012666-0.0079228i,0.012041-0.010041i,0.009803-0.0093969i,0.00816-0.0064024i,0.0060218-9.922e-05i,0.0032806+0.006063i,-0.00040885+0.0066646i,-0.0037535+0.0040844i
-0.00072873-0.0029188i,0.00023763-0.015665i,0.0079076-0.043124i,0.025571-0.075614i,0.050787-0.093934i,0.065494-0.089446i,0.054269-0.074675i,0.026611-0.057584i,0.0063883-0.036098i,0.0020995-0.019076i,0.0033553-0.0099259i,0.0039083-0.0029552i,0.0039266+0.0014708i,0.0025789+0.001573i,-0.00050864+0.00034115i,-0.0040721-6.3796e-05i,-0.0060388+4.3102e-05i,-0.0061572+0.00082392i,-0.0050239+3.1602e-05i,-0.0023292-0.0048108i,0.00023604-0.009769i,0.002717-0.0091229i,0.0043769-0.0040064i
-0.00040504+0.0015485i,-0.00034889+0.008089i,-0.0050509+0.025495i,-0.018377+0.048314i,-0.032639+0.051494i,-0.031913+0.021727i,-0.015179-0.015381i,0.00053158-0.026854i,0.0062843-0.016932i,0.0063786-0.0056116i,0.00529-0.00098032i,0.0042709-0.00015342i,0.004091-0.0007742i,0.0051273-0.0022459i,0.0066675-0.0031459i,0.0064835-0.0031367i,0.0048017-0.0034252i,0.0038965-0.0030328i,0.0036207+5.7537e-05i,0.0035969+0.0060204i,0.0025238+0.010755i,-6.5445e-05+0.0095249i,-0.002695+0.0041533i
0.0022006-0.0002598i,0.0039404-0.0095295i,0.011303-0.030497i,0.02658-0.053802i,0.051149-0.054207i,0.074647-0.030365i,0.077417-0.0089341i,0.05659-0.0012563i,0.031537+0.00028051i,0.01734-0.00093047i,0.010907-0.001869i,0.0060179-0.0011508i,0.0016644-0.0010314i,-0.003996+0.00087817i,-0.0094959+0.0059541i,-0.010094+0.010068i,-0.0062389+0.011184i,-0.0031251+0.011129i,-0.0010588+0.0074464i,0.00038297-0.00025498i,0.00058189-0.0065788i,0.0020261-0.0074474i,0.0041355-0.0052827i
0.0011847+0.0049574i,0.0034034+0.011208i,0.0017519+0.027723i,-0.0080894+0.047648i,-0.024788+0.057857i,-0.033894+0.053923i,-0.025175+0.048158i,-0.0091223+0.039837i,0.0011939+0.025305i,0.0032368+0.012295i,0.001051+0.004827i,-0.0015367+0.00011005i,-0.0024307-0.0028133i,-0.00095906-0.0029903i,0.0013391-0.0010258i,0.0015247+0.00053073i,-0.00078758+0.00028146i,-0.0025209+0.00029064i,-0.0032081+0.0020092i,-0.0031369+0.0064997i,-0.0023477+0.011786i,-0.0029656+0.011313i,-0.0045677+0.0061636i
0.00073263-0.002754i,-0.00076342-0.0082752i,-0.00076668-0.022336i,0.0046059-0.036507i,0.014775-0.030298i,0.017441+0.00036756i,0.01129+0.027752i,0.0051825+0.030558i,0.0023076+0.016617i,0.0014638+0.0037242i,0.00037124-0.0007679i,-0.0012748-0.00056638i,-0.0028903+0.00096679i,-0.0044941+0.0017493i,-0.0047429+0.0023174i,-0.0023422+0.0027826i,0.00082913+0.0033043i,0.0023744+0.0039918i,0.002819+0.0024175i,0.0036529-0.0032565i,0.0038751-0.009766i,0.0043874-0.010831i,0.0056386-0.0072054i
0.00057047+0.0012618i,0.0032116+0.007109i,0.0018801+0.019846i,-0.010434+0.033134i,-0.03423+0.034619i,-0.054344+0.026273i,-0.055888+0.016061i,-0.039905+0.0076634i,-0.019502+0.002589i,-0.0082219+4.5652e-05i,-0.0037932-0.00081338i,-0.00053876+0.00020672i,0.0033264+0.00048161i,0.0078537-0.0017999i,0.0091769-0.0054444i,0.0055868-0.0081684i,0.00015217-0.0076008i,-0.0028596-0.0055888i,-0.0040799-0.0034464i,-0.0052804+0.0023808i,-0.0042994+0.0087654i,-0.0033124+0.010322i,-0.0040692+0.0080439i
-0.0019205-0.0021157i,-0.0037262-0.0080236i,-0.0059159-0.021931i,-0.0028993-0.038461i,0.0039398-0.042453i,0.0056962-0.037836i,0.0011829-0.035868i,-0.0024834-0.030421i,-0.0006434-0.019383i,0.0038303-0.011496i,0.005133-0.0081389i,0.0042815-0.0044275i,0.0042448-0.00087073i,0.0031334-0.0010222i,0.00022554-0.0028083i,-0.0010838-0.0037972i,0.0013805-0.0037397i,0.0049971-0.003233i,0.0066915-0.0044481i,0.0064775-0.0092968i,0.0046866-0.014569i,0.003546-0.014624i,0.0042795-0.010223i
0.00034177-0.00043377i,0.0028217+0.0026728i,0.00372+0.010858i,-0.0010091+0.019915i,-0.011031+0.014793i,-0.017345-0.0080152i,-0.015473-0.027122i,-0.0088787-0.027634i,-0.00080287-0.016103i,0.0053951-0.0067649i,0.0069541-0.0040738i,0.0053029-0.0027509i,0.0045397-0.0020534i,0.0049639-0.0030287i,0.0036783-0.0033369i,0.00020762-0.0013373i,-0.0027174-0.00042175i,-0.0042064-0.00073592i,-0.0058135+0.0017136i,-0.0052692+0.0077749i,-0.0029473+0.013454i,-0.002772+0.013682i,-0.0032763+0.0095192i
-0.00054571+0.00030837i,-0.0020376-0.0045505i,-0.0028731-0.014506i,0.00020051-0.024543i,0.011654-0.02738i,0.02467-0.024503i,0.030626-0.017922i,0.026271-0.0083356i,0.017415-0.0013101i,0.012372-0.00025305i,0.0094742-0.0010457i,0.0054911-0.0008318i,-0.00040315+0.00077343i,-0.0056447+0.0028563i,-0.0071202+0.0044704i,-0.0042833+0.0055301i,0.0008224+0.0044185i,0.0045064+0.0022987i,0.0053779-0.00034676i,0.0044283-0.0054671i,0.0020117-0.011949i,0.0010416-0.014291i,0.00093087-0.011681i
0.0030029+0.0016205i,0.0068025+0.0033098i,0.011149+0.010151i,0.011905+0.018069i,0.008975+0.019063i,0.0081648+0.018956i,0.0098211+0.022023i,0.010676+0.020703i,0.0091517+0.015293i,0.0058126+0.011342i,0.0030408+0.009005i,-8.2126e-05+0.0060464i,-0.0021903+0.0039111i,-0.00085777+0.0040406i,0.0017931+0.0057088i,0.0028253+0.006484i,0.00036405+0.0068624i,-0.0035954+0.0076538i,-0.004956+0.0093014i,-0.0019899+0.012755i,0.0027033+0.016419i,0.0041115+0.015922i,0.0023534+0.010393i
0.0002982+0.00024824i,-1.7718e-05-0.0025711i,-0.0023394-0.0087825i,-0.0038027-0.015488i,-1.5578e-05-0.012489i,0.0076657+0.0037102i,0.012256+0.0186i,0.010896+0.021072i,0.0059606+0.013825i,0.00097331+0.0080725i,-0.0017049+0.0058469i,-0.00096331+0.0037263i,-0.00052647+0.0028264i,-0.00052979+0.0026909i,-0.000342+0.001828i,6.3682e-05+0.00026233i,0.0007896+0.00056369i,0.0024937+0.00089964i,0.0037703-0.0030366i,0.0019471-0.0092981i,-0.0014137-0.014009i,-0.0029562-0.015007i,-0.0030034-0.011167i
0.00015549-0.0018112i,0.0012838+0.0012474i,0.0030227+0.0067425i,0.0016516+0.013157i,-0.0062746+0.018863i,-0.014874+0.021782i,-0.019134+0.020594i,-0.01645+0.013461i,-0.008896+0.0055562i,-0.0046705+0.002269i,-0.0040228+0.0018136i,-0.0025764+0.0021758i,0.00010872+0.001824i,0.002823-0.00043466i,0.0041841-0.0031711i,0.0034525-0.0043288i,0.00076797-0.0033319i,-0.0017296-0.0010673i,-0.0011869+0.0021133i,0.0021233+0.0073622i,0.0061959+0.012482i,0.0074703+0.013306i,0.0064066+0.010267i
0.0011747-0.0020971i,-0.0020124-0.0045604i,-0.0076229-0.010618i,-0.013129-0.015462i,-0.01628-0.013209i,-0.019943-0.010098i,-0.022469-0.011506i,-0.019124-0.010184i,-0.011171-0.0072529i,-0.0045487-0.0075979i,-0.0026895-0.0079894i,-0.0015398-0.0064651i,0.0015833-0.0054054i,0.0026073-0.0054037i,0.00085364-0.0049805i,-0.00062606-0.0049858i,-0.0010067-0.0050719i,-0.00068104-0.0056735i,-0.00068356-0.0081699i,-0.0045687-0.011458i,-0.0097687-0.013615i,-0.010121-0.012772i,-0.0062808-0.0088056i
-2.2624e-05-0.0019078i,0.0018367-0.0021456i,0.0050233+6.3243e-05i,0.0063513+0.0037198i,0.00072896+0.0032453i,-0.011095-0.0042732i,-0.019113-0.012924i,-0.016174-0.013652i,-0.0072384-0.00825i,0.00027318-0.0064251i,0.0028002-0.006558i,0.0014425-0.0040148i,-0.00055144-0.0012703i,-0.0020993-0.0011869i,-0.0032044-0.001617i,-0.0021926-0.00078183i,-0.00065041-0.00077626i,-0.00041267-0.00070366i,0.00058994+0.0032628i,0.0049222+0.0091615i,0.010018+0.01253i,0.010469+0.012605i,0.008127+0.0083637i
0.0036226-0.0016065i,0.0019455-0.0053916i,-0.0012279-0.010126i,-0.005071-0.013553i,-0.0064045-0.017046i,-0.0028623-0.019746i,0.0033738-0.01877i,0.0059297-0.012314i,0.0051362-0.0051393i,0.0052705-0.0023288i,0.0055922-0.0035841i,0.0039529-0.0030765i,0.002118-0.00014348i,0.0013203+0.0013822i,-0.00018476+0.0022397i,-0.0014131+0.0032822i,-0.00057131+0.0027246i,0.00086024+0.00089376i,-0.00080333-0.0020044i,-0.006582-0.0063981i,-0.012174-0.0094519i,-0.012414-0.008855i,-0.0095485-0.005809i
0.0028857+0.0020556i,0.0045717+0.0022133i,0.0085383+0.0019217i,0.0095093+0.00015289i,0.0068038-0.0025707i,0.008747-0.0034463i,0.014962-0.0026926i,0.016274-0.0029998i,0.012097-0.00083308i,0.009788+0.0030445i,0.0091963+0.0036179i,0.0054816+0.0034129i,0.0011315+0.0044897i,-0.0006504+0.0064176i,-0.00093191+0.0079657i,-0.00064499+0.0072417i,-0.00033697+0.0054871i,0.0003473+0.0049249i,0.0038401+0.0059727i,0.01042+0.0075081i,0.015184+0.0086971i,0.014402+0.0076974i,0.0098157+0.0042754i
-0.0023548-0.0011798i,-0.0029071-0.0020168i,-0.0048622-0.0033492i,-0.007021-0.0052472i,-0.0043664-0.0062115i,0.0047619-0.0044797i,0.01332-0.00086984i,0.013394+0.0010919i,0.007771+0.0011377i,0.0042243+0.002665i,0.0043113+0.0041756i,0.0048684+0.0022256i,0.0045233-0.00018685i,0.0053952+0.00025784i,0.0060237+0.0016684i,0.0039366+0.0030155i,0.002082+0.0044364i,0.0021055+0.0037891i,-0.00097078+0.00024978i,-0.0086377-0.0046795i,-0.014997-0.0070593i,-0.015175-0.0066537i,-0.011413-0.0038034i
0.0032038-0.0016424i,0.0040909-0.0029914i,0.0044534-0.0039402i,0.0034619-0.0010343i,0.0021973+0.004987i,0.00057201+0.010688i,-0.00034038+0.012054i,0.00076063+0.0082317i,0.002379+0.0028874i,0.0010026+0.00071763i,-0.00015102+0.0018221i,-0.00047956+0.0018207i,-0.0024344+1.1511e-05i,-0.0027912+4.5803e-05i,-0.00089427+0.00024727i,0.00026071-0.0011547i,-0.00041881-0.0021885i,-0.00065317-0.0018628i,0.0025337+0.00078912i,0.0094991+0.0032545i,0.015194+0.0030734i,0.01355+0.0012661i,0.0082091-0.0014223i
-0.0016808-0.0025777i,-0.003725-0.0028115i,-0.0073098-0.0047155i,-0.0090929-0.0050893i,-0.0094829-0.0010986i,-0.011281+0.0045277i,-0.012476+0.0071073i,-0.0093875+0.0061921i,-0.0052833+0.0021871i,-0.0046094-0.0022403i,-0.0050447-0.0028764i,-0.0031942-0.00081471i,0.00037691-0.0009471i,0.0020517-0.0034422i,0.0020514-0.0051579i,0.000705-0.005113i,-0.0002228-0.004024i,-0.00037412-0.0021609i,-0.0031198-0.0023071i,-0.0092032-0.0023334i,-0.014301-0.0014714i,-0.013217-0.0011471i,-0.0086549-0.00024945i
