-0.0055718-0.00054364i,-0.0056725-0.0019401i,-0.0065381+0.00047583i,-0.0055885+0.0027788i,-0.003169+0.0026875i,-0.0011257+0.0024326i,-0.00038089+0.0029669i,0.00044036+0.0026583i,0.00055471+0.002106i,0.00046723+0.0017743i,-0.00014954+0.0012138i,-0.0011365+0.00081279i,-0.00059743+0.00013255i,-0.00019018-0.001368i,0.00013702-0.0015102i,-0.00026242-6.666e-05i,-0.00065568+0.00095337i,-1.984e-05+0.00056963i,0.00078697-0.00031705i,0.00086603-0.00026643i,0.00065544+0.00017555i,0.00047573-0.0005993i,-1.8922e-05-0.0009669i
-0.0012879+0.00085751i,0.0029557+0.0095062i,-0.0029708+0.020182i,-0.019077+0.022566i,-0.021167+0.010663i,-0.0072642-0.0029834i,0.0012993-0.009963i,0.0025652-0.012526i,0.002143-0.011301i,0.00030728-0.0065143i,-0.00075812-0.0021527i,0.0011341-0.0010726i,0.0013306-0.00049527i,-0.0018049+0.0010993i,-0.0030721+0.0029994i,-0.0014623+0.0043981i,-0.00037852+0.0032032i,-0.00073402-0.00020828i,-0.00030811-0.0029253i,0.0010013-0.0025309i,0.0020134-0.00024587i,0.0021045+0.00020405i,0.00068913-0.00012114i
-0.0050143+0.004065i,-0.0020718-0.0051081i,0.0067668-0.013383i,0.021841-0.0076319i,0.027194+0.0071853i,0.016838+0.015866i,0.0092419+0.016619i,0.0095306+0.012879i,0.009146+0.0060719i,0.0053149+0.0010772i,0.00078147+0.0017985i,-0.0013762+0.0046844i,-0.0013612+0.0059056i,0.00069297+0.0060591i,0.0025953+0.0037994i,0.0024536+0.00034293i,0.0019454-0.00043675i,0.0013244+0.00078806i,1.6556e-05+0.0021095i,-0.0014188+0.0015828i,-0.0018537+0.00050672i,-0.0010039+0.00046968i,0.00044226+0.00017602i
0.00099316+0.0046385i,-0.0059288+0.0055948i,-0.018437+0.013273i,-0.024459+0.01398i,-0.014603+0.00014991i,0.0011792-0.0056276i,0.0076975-0.0018682i,0.0084453+6.0148e-05i,0.0076952+0.0015105i,0.0042918+0.00060303i,0.0013224-0.0014323i,0.00083473-0.002895i,-0.00086549-0.0049848i,-0.0050586-0.0049157i,-0.0067974-0.0014598i,-0.00472+0.0022983i,-0.0020307+0.0026246i,-0.00074823+0.0002509i,0.00072247-0.0012666i,0.0026248+3.4705e-05i,0.0025421+0.0018416i,0.0009202+0.00068916i,-0.0010475-0.00062529i
-0.0014165-0.0010144i,-0.0042781-0.0020851i,0.0055616-0.00057099i,0.018904+0.0070531i,0.016283+0.019582i,0.0052202+0.020039i,-0.0026551+0.013712i,-0.007703+0.011306i,-0.0072903+0.010575i,-0.0028476+0.0080068i,-0.00090956+0.0043888i,-0.0018533+0.002901i,-0.0022859+0.00306i,-0.00043093+0.0020566i,0.0015955+0.00037166i,0.0023363-0.0016713i,0.0018612-0.0019379i,0.00011165-0.00022282i,-0.0009599+0.0012378i,-0.0011229+0.001265i,-0.00095323+0.00074404i,-0.00089506+0.00056255i,-0.00012599+0.00058971i
-0.00096079-0.0011716i,-0.0048775+0.005845i,-0.01127+0.0068913i,-0.015013-0.00080836i,-0.0042136-0.0047537i,0.0097413-0.0051246i,0.009892-0.0072333i,0.0028649-0.0073307i,-0.0016007-0.0034581i,-0.0021379-0.00047317i,-0.00044813-0.0014415i,0.0012823-0.0042914i,0.0024276-0.0065878i,0.0018788-0.0074246i,0.00033453-0.0052409i,-0.0010342-0.0014286i,-0.001516+0.00050135i,-0.00039012-0.0012649i,0.000548-0.0026657i,0.00088635-0.0013865i,0.0001905-0.00014918i,-0.00028067+8.72e-05i,-0.00010968+0.00044375i
0.0019742-0.0065557i,0.0051789-0.0051223i,0.0091611-0.0044286i,0.0087696+0.0049478i,0.0032248+0.01538i,-0.0026944+0.012104i,-0.0035317+0.0025558i,-0.0029572-0.0036676i,-0.0031158-0.0058945i,-0.0025702-0.0040627i,-0.00096381-0.00028129i,-0.00046261+0.0035228i,-0.0012363+0.0063296i,-0.00044059+0.006909i,0.0021381+0.00401i,0.0034688+0.0010962i,0.001672+0.00039341i,-0.00055556+0.00084717i,-0.0012667+0.00067559i,-0.0017095-0.00073479i,-0.0015313-0.00022242i,-0.00023034+0.0011312i,0.00095796+0.001199i
-0.0038237-0.0029413i,-0.0061981-0.0023069i,-0.013584+0.0026465i,-0.01274+0.0048805i,0.00076184+0.00046819i,0.01341+0.0010334i,0.01595+0.0025869i,0.015617-0.00065945i,0.013316-0.0037106i,0.0082381-0.0036162i,0.0049514-0.0025505i,0.0046613-0.0027854i,0.0045286-0.0041265i,0.0033124-0.0037746i,0.0010001-0.0014095i,-0.001571+0.00122i,-0.0014531+0.0026636i,0.00053192+0.002302i,0.00064696+0.0009104i,0.00033322+0.00020351i,3.2052e-05-3.5367e-05i,-0.0011356-0.0010376i,-0.0012436-0.00089278i
-0.0019653+0.0014795i,-0.00079491+0.0021008i,0.0059931+0.0064802i,0.012496+0.013463i,0.0061348+0.014622i,-0.0018351+0.0086117i,-0.002643+0.005881i,-0.00049188+0.0064505i,0.0032277+0.0063197i,0.0053175+0.0046273i,0.0037361+0.0029748i,0.00070473+0.0036164i,-0.0029639+0.0052031i,-0.0048583+0.0056998i,-0.0033716+0.0047135i,3.6924e-05+0.0017881i,0.0015899-0.00030148i,0.00072437+0.00011059i,-0.00036114+0.0006874i,-0.00038853+0.00087811i,0.00067877+0.00028706i,0.00056343-0.00069682i,2.8359e-05-0.00032445i
-0.0054345+0.0016356i,-0.0071732+0.00043961i,-0.0088776-0.0022289i,-0.0045111-0.0065903i,0.0078669-0.004135i,0.01364+0.0037761i,0.0094449+0.0089532i,0.003199+0.010618i,0.00022667+0.010373i,0.00053834+0.0072791i,0.00039212+0.0019008i,0.00089768-0.0024095i,0.0028828-0.0046429i,0.0038873-0.0043913i,0.0020566-0.001635i,-0.0015469+0.0011576i,-0.0018216+0.0020531i,0.00017089+0.0010473i,0.00094092+0.00056993i,0.00065448+0.0015504i,0.00037208+0.0015094i,0.00026104+0.00022608i,0.00022469-0.00082928i
-0.00038538+0.0039054i,0.001604+0.0037228i,0.0010493+0.0061212i,-0.002354+0.011329i,-0.0047144+0.012243i,-0.0048441+0.0054778i,-0.0056164-0.00074729i,-0.0080594-0.0020001i,-0.0092288-0.0016756i,-0.0069374-0.00071899i,-0.0038582+0.00105i,-0.0032031+0.0021683i,-0.004329+0.0034977i,-0.0049134+0.002191i,-0.0022502-0.00050606i,0.00062814-0.0016448i,0.00083039-0.0024743i,-0.00010121-0.0028978i,0.00010912-0.001395i,0.00096504+5.1956e-05i,0.00077554+7.8299e-05i,0.00011063+0.0006297i,0.00080389+0.0011758i
0.00039025+0.0029813i,-0.0035968+0.0003184i,-0.0050222+0.0034877i,0.0017708+0.0055761i,0.011774+0.0068905i,0.014415+0.0076895i,0.010581+0.0037065i,0.006562-0.0020394i,0.003572-0.0057237i,0.00066716-0.0054262i,-0.00011869-0.0028262i,0.00087556-0.0022936i,0.0018948-0.0029082i,0.0034444-0.0023807i,0.0030002-0.00099898i,0.00036082+0.0011014i,-7.4592e-05+0.0021496i,0.0011032+0.0015598i,0.000384+0.00054873i,-0.00047151-0.00022822i,-0.00096077-0.000543i,-0.00072758-0.00038918i,-2.6837e-05+5.0508e-05i
0.0040139-0.00084785i,-0.00077023+0.0015926i,0.00055993+0.0052763i,0.0024643+0.0057267i,-0.00093036+0.0027059i,0.00066694-0.00095688i,0.0050711-0.0032695i,0.0070215-0.0039036i,0.0082121-0.0033356i,0.0073584-0.0030377i,0.0045079-0.0011349i,0.0016157+0.0014423i,-0.0011646+0.0023744i,-0.0035483+0.0016284i,-0.0028844+0.00035963i,-0.00048672+0.00030285i,0.00079115-0.00011027i,0.0011344-0.0012129i,0.00085424-0.0011476i,-6.6142e-05-0.00032547i,-0.00034368+0.00045299i,-0.0010511+0.00092226i,-0.00092709+0.00043555i
-0.00027558-0.0059645i,-0.0052511-0.0012627i,-0.0064566-0.00089202i,-0.0024253-0.0017202i,0.0040732+0.0040931i,0.0072186+0.0082276i,0.0057856+0.0079826i,0.0042069+0.0087374i,0.0061624+0.0095004i,0.0069775+0.0069485i,0.0044043+0.0022043i,0.0028312-0.00061098i,0.002979-0.00062708i,0.0031974+9.7714e-06i,0.0012841+0.0011158i,-0.00023605+0.0016021i,1.5706e-05+0.0017402i,-4.1297e-05+0.0014166i,-0.00056504+0.00033917i,-0.00087076+0.00011477i,-2.9229e-05-7.3649e-05i,0.00069473-0.0002123i,-0.00064795-0.00012191i
-0.0005919-0.0045907i,0.0025966-0.0025229i,0.00045732-0.0016644i,-0.004008+0.0027474i,-0.0026227+0.0036957i,0.00062877-0.00010291i,-0.00013566-0.00047762i,-0.0038638+0.0022578i,-0.0050148+0.0039469i,-0.0031317+0.0036914i,-0.0011916+0.0024422i,-0.00051497+0.0028578i,-0.0014894+0.0029325i,-0.0020912+0.00076596i,-0.0008459-0.0004595i,0.0011393-0.00079956i,0.0023753-0.001287i,0.0018986-0.00073035i,0.0010433+0.00017315i,0.00071091+0.00088459i,0.00032736+0.001514i,0.00058579+0.0012838i,0.0011942+0.00039892i
-0.0038197+0.00038074i,-0.00093708-0.0014971i,-0.00096606+0.0008084i,0.0032925+0.0062465i,0.0097409+0.0085896i,0.0078646+0.0098991i,0.0018515+0.0074387i,-0.0017554+0.0015889i,-0.005057-0.00142i,-0.006411-0.0010645i,-0.0044815-0.00021675i,-0.001879-0.00019548i,0.0015965+0.00047475i,0.0035866+0.0013045i,0.0017879+0.00066768i,-0.00067679-0.00036742i,-0.0013016-6.3967e-05i,-0.0012455+0.00054084i,-0.00096678+0.0014462i,-0.00034966+0.0020791i,0.00026033+0.0014167i,0.00031813+0.0002714i,-0.00059668-0.00021582i
-0.0028324+0.0039958i,-0.0048192+0.0030638i,-0.0044599+0.0031466i,-0.0024269+0.0039837i,-0.0010328+0.0024996i,0.0031863+0.00054968i,0.0070971-0.0016104i,0.0073761-0.0055601i,0.0054649-0.0083334i,0.0029038-0.0081995i,0.0011033-0.0047498i,-0.00074538-0.0011164i,-0.0023769+0.00031696i,-0.0026864+0.00051317i,-0.0012089+5.7505e-05i,0.0007509-0.00038931i,0.0016505-0.00099869i,0.0019456-0.0015803i,0.0021018-0.0013362i,0.0017056-2.9497e-06i,0.00098194+0.00038217i,0.00033987+0.00011632i,0.00031399+0.00054098i
-0.0024578-0.00018305i,-0.0076743+0.0015181i,-0.0072718+0.0042106i,-0.00090322+0.0062952i,0.0032081+0.010715i,0.0049589+0.011703i,0.0064378+0.007662i,0.0077749+0.0037419i,0.0097812+0.0016819i,0.0080782+0.00029816i,0.0044868-0.0011344i,0.0022728-0.0013327i,0.00077041-0.00067167i,0.00053291+0.00048271i,0.00012805+0.0013649i,-0.00027071+0.0014523i,-0.00073924+0.0018571i,-0.0009449+0.00091219i,-0.00069732-0.0016127i,-0.0008555-0.0017873i,-0.00078746-0.00047398i,-0.0002884-0.00033247i,-0.00071963-0.00038729i
0.0032946-0.0011815i,0.0011012-0.00097077i,-0.0015716-0.00045399i,-0.0022206-0.0002162i,0.00052823-0.00054237i,0.0041948-0.0005595i,0.0040978+0.0019758i,0.0020461+0.0061443i,0.0027201+0.0084659i,0.004347+0.0072871i,0.0043011+0.0050358i,0.0024511+0.0030626i,0.00036671+0.0019803i,-0.0010271+0.00067828i,-0.00089579+0.00023682i,0.00026167+0.00093429i,0.00112+0.00076905i,0.0016247-0.00036245i,0.0014425-0.0018256i,0.00015471-0.0015829i,-0.00086433-0.0007356i,-0.00065811-0.00066989i,-0.00026074-0.00089297i
0.0029365-0.0028057i,0.0006029-0.0022857i,0.00019803+0.00034721i,0.0020813+0.0047457i,0.0025918+0.0066174i,0.000569+0.0056926i,-0.0029692+0.0035694i,-0.0063282+0.0031784i,-0.0078373+0.0047006i,-0.006235+0.0047506i,-0.0025694+0.0032115i,0.00030608+0.0018865i,0.0026306+0.0017391i,0.0029527+0.0013729i,0.00079838+0.00094113i,-0.000895+0.0010746i,-0.0014468+0.0013903i,-0.0015322+0.0015301i,-0.0014697+0.00098951i,-0.0014157+0.00066788i,-0.00024018+0.00098725i,-5.3258e-05+0.00084101i,-0.0014359+0.00061612i
0.00058268-0.0042523i,-0.0016751-0.0033137i,-0.0015569-0.0011969i,-0.0004326+0.00091677i,0.0015322+0.00088571i,0.0036686+0.00055055i,0.0023618-0.0012359i,-0.0011182-0.0050016i,-0.0042766-0.0064494i,-0.0050639-0.004218i,-0.0035628-0.0005224i,-0.002189+0.001133i,-0.00081812+0.00092851i,0.00077485+0.00050164i,0.0025225+0.00039193i,0.0029638-0.00019039i,0.0020987-0.0013162i,0.0019745-0.0013848i,0.0029059+0.00040278i,0.0025798+0.0011809i,0.0014746+0.0010183i,0.00086198+0.0010073i,0.00094185+0.0011941i
-0.0028846-0.0016664i,-0.0048236+0.0026222i,-0.0055088+0.0045796i,-0.003313+0.0051966i,0.00087267+0.0075927i,0.0041093+0.0074249i,0.0062979+0.0032527i,0.007095-0.0017975i,0.0057238-0.0050949i,0.0029651-0.0061462i,-7.0118e-05-0.0048635i,-0.0022581-0.0025131i,-0.0026387-0.00071921i,-0.0010712+0.00046232i,-0.00024025+0.00081967i,-0.0014989+0.00046694i,-0.002768-0.00022334i,-0.0032812-0.0010463i,-0.0025657-0.00066583i,-0.0018521+0.00022104i,-0.00067294+0.00049866i,0.00041395+0.00064868i,0.00012819+0.00080188i
-0.0027081-0.00075494i,-0.00054901-0.0013896i,-0.0026366-0.0013482i,-0.0037081+0.0010869i,0.0012388+0.0042692i,0.0056872+0.0051267i,0.0074086+0.0041184i,0.0090341+0.0044015i,0.011703+0.0037889i,0.010483+0.0014609i,0.0054722+0.00012344i,0.0023403+0.00053785i,0.00035281+0.0010351i,-0.0013341+0.0021334i,-0.00043629+0.0025171i,0.0017721+0.0015147i,0.0030935+0.0004682i,0.0022822-0.00029064i,0.0013809-0.00069571i,0.0012759-0.00068057i,0.00044479-0.00020518i,0.00028897+0.00050735i,0.00015154+0.00051283i
-0.0040285+0.0020451i,-0.0046961-0.00075556i,-0.0039989+0.0033168i,0.00079931+0.0087665i,0.0040678+0.0076275i,0.0029766+0.0057595i,0.00018678+0.0065301i,-0.00034693+0.00914i,0.0011635+0.011621i,0.00288+0.0090292i,0.003117+0.0038492i,0.0028184-2.1229e-05i,0.0021218-0.002261i,-0.00018617-0.0027094i,-0.0019584-0.002281i,-0.0020618-0.0010726i,-0.0018444+0.00089535i,-0.0020378+0.0010484i,-0.0025109-0.00021737i,-0.0022371-0.00080182i,-0.0012985-0.0003468i,-0.00037152-0.00030111i,-0.00054021-0.00085837i
-0.00056529+0.0021578i,-0.0038215+0.0017533i,-0.0023985+0.0034011i,0.002844+0.0027799i,0.0040991+0.0020723i,0.0029766+0.0030148i,0.00030497+0.0033676i,-0.0042627+0.0029193i,-0.0067755+0.0033339i,-0.0050688+0.0033751i,-0.0013673+0.0032315i,0.00067832+0.0029146i,0.00045171+0.0024264i,-0.00069386+0.0024798i,-0.00052973+0.0026127i,0.0013832+0.0028624i,0.0027742+0.0028469i,0.0028339+0.0022012i,0.0020419+0.00098039i,0.00073225-0.00016406i,-0.00032718-0.0007274i,-0.00078565-0.00082032i,-0.0012096-0.00083818i
-0.0053133+0.0016615i,-0.0070703+0.0044538i,-0.0036524+0.0080087i,-0.00045703+0.0074495i,0.0008541+0.006863i,0.0037278+0.0046i,0.0037178-0.00080844i,-0.0010926-0.0060226i,-0.0049663-0.0069368i,-0.0051286-0.00449i,-0.0033975-0.001481i,-0.0015622+0.00019833i,-0.0006848-0.00049432i,0.00075919-0.00221i,0.00077216-0.0036468i,-0.00088834-0.0031192i,-0.0010862-0.0021301i,-0.0006365-0.0023211i,-0.00074489-0.0025082i,-0.00084802-0.0011169i,8.6678e-05+0.00059483i,0.00052115+0.00058702i,0.00012462+0.0004534i
-0.00020587-0.0023353i,-0.001494-0.001352i,-0.004086-0.00024334i,-0.0049961+0.0027079i,0.00073275+0.0059455i,0.0057985+0.0049167i,0.0064044+0.00068571i,0.0059168-0.0036367i,0.004625-0.006195i,0.0032947-0.0057411i,0.0015484-0.0032311i,-4.7518e-05-0.00033312i,-0.00048759+0.0015646i,-4.5863e-05+0.0020448i,0.00037374+0.002375i,0.00091693+0.0023632i,0.0017268+0.0012273i,0.0016573+0.00042467i,0.00063932+0.0011759i,-0.0001761+0.001544i,-0.00015703+0.00098517i,3.4155e-05+0.00070901i,-0.00032911+0.0012691i
-0.0023162-0.0039572i,-0.0043935-0.002844i,-0.0056202+0.00019497i,-0.0035956+0.0059719i,0.00086774+0.0086552i,0.0037827+0.006875i,0.0047928+0.0050869i,0.0066608+0.0051805i,0.0094891+0.0041739i,0.0087028+0.0011343i,0.0039891-0.0018068i,0.00041287-0.002994i,3.2818e-05-0.0035314i,0.0015433-0.0035689i,0.001944-0.0032538i,0.00010231-0.0028603i,-0.0014331-0.0027668i,-0.00067471-0.0031364i,0.00091226-0.0025736i,0.0013282-0.00031236i,0.00059749+0.001535i,0.00033671+0.00069593i,0.00048916-0.00078258i
-0.0029294-0.0042696i,-0.0057634-0.0024025i,-0.0053451-0.0011816i,-0.0010423+0.0022738i,0.0022431+0.0056509i,0.0029536+0.0072497i,0.0029769+0.0069836i,0.001362+0.0072256i,0.00062448+0.008919i,0.0025803+0.0076107i,0.0029251+0.0040848i,0.0012885+0.0014851i,-7.7032e-05+0.0010659i,-0.00076107+0.0028809i,-0.0018985+0.0046699i,-0.001897+0.0049016i,-0.00060579+0.0037683i,-0.00030931+0.0022339i,0.00041166+0.0011672i,0.0011154+0.00044543i,0.00095221-0.00044288i,0.00053241-0.00036728i,-0.00044704+1.106e-05i
-0.0061649+0.00057478i,-0.0047345+0.0029449i,-0.0029193+0.003745i,-0.00053101+0.0036191i,0.00080882+0.0052323i,0.0026909+0.0049046i,0.0020038+0.0028119i,-0.0034744+0.0015446i,-0.0057972+0.0033094i,-0.00345+0.0046586i,-0.0014864+0.0029697i,-5.6339e-05+0.0012327i,0.001195+0.00014322i,0.0023523-0.0013513i,0.002491-0.002286i,0.0016619-0.0021364i,-3.9105e-05-0.00054928i,-0.00043401+0.00040887i,0.0010623-0.00021209i,0.0010498-0.00041952i,0.00075916-4.7412e-06i,0.00062218-0.00010957i,0.00033618-0.00099222i
-0.0029083+0.0010024i,0.00017528-0.00017917i,-0.00069435-5.3331e-05i,-0.00067545+0.0021023i,0.0014586+0.0051666i,0.0039146+0.005285i,0.0032082+0.00025473i,-4.6174e-05-0.0045549i,-0.0017531-0.0057234i,-0.0019418-0.0035938i,-0.0012571+0.00013114i,-0.00033266+0.0030791i,-0.00042231+0.0041058i,-0.0018225+0.0040951i,-0.0026669+0.0035317i,-0.0018838+0.0036251i,-0.00067821+0.0033286i,0.00022505+0.0020099i,0.00027737+0.0012486i,-0.00052951+0.00064809i,-0.00022986-0.00027043i,0.00032452-0.00032755i,-0.00010277-0.00040616i
0.0018468+0.0050645i,-0.0017288+0.0013576i,-0.0039127+0.0035341i,-0.00091841+0.0067368i,0.0029027+0.0053058i,0.0030068+0.0032188i,0.0027989+0.0017913i,0.004726-0.0011907i,0.0052017-0.0047567i,0.0029404-0.0058896i,0.0005331-0.004027i,-0.00010799-0.0023161i,0.00064568-0.0010688i,0.0021945-0.0010977i,0.0040707-0.0026419i,0.0037412-0.0038401i,0.0028002-0.0032577i,0.0019592-0.0020038i,0.00093428-0.0010753i,0.00060351-0.00028686i,3.204e-05+0.00036695i,-2.951e-05+0.00075595i,0.00021477+0.00022581i
0.0049025+0.00052858i,-0.00043927+2.8078e-05i,-0.0001239+0.00097056i,0.0027216+0.0025721i,0.0035662+0.0036822i,0.0039436+0.0044635i,0.0044706+0.0048157i,0.0063094+0.0042054i,0.0079341+0.0030299i,0.0061386+0.00098908i,0.0025172-0.00077326i,0.00015277-0.0016881i,-0.00071452-0.0018166i,-0.0020862-0.00073829i,-0.0033966+0.0010887i,-0.0025356+0.0021132i,-0.0010165+0.00085261i,0.00031286-0.0009461i,0.00078164-0.00068425i,0.00068465+3.3745e-05i,0.0001166+0.00018717i,-0.00080929-0.00031634i,-0.00085702-1.1159e-05i
0.00040854+0.000724i,-0.00069069+0.0062134i,0.0011346+0.007899i,0.0024058+0.0042312i,0.0032257+0.0036349i,0.0032906+0.0045428i,0.0020105+0.0049276i,0.00082739+0.005619i,0.00089546+0.0068715i,0.0018299+0.0045885i,0.002151+0.000819i,0.00076486-0.0014632i,0.00049174-0.002198i,0.0021792-0.0024488i,0.0040785-0.0023771i,0.0037362-0.0018879i,0.0021949-0.0015881i,0.00092069-0.0010617i,0.00024816-0.00063638i,0.00035672-0.00055512i,0.00019679-0.00045856i,-0.00019117+1.4679e-05i,-0.00031064-1.1152e-05i
-1.1993e-05-0.00021822i,0.0018762+0.001671i,0.0025866+0.00066683i,0.0010078+0.00078018i,0.001856+0.0032311i,0.001765+0.00396i,-0.00054187+0.00249i,-0.0038464+0.0012328i,-0.0045705+0.0017227i,-0.0019231+0.0026261i,0.00040715+0.0019077i,-0.00012166+0.0015769i,-0.0015353+0.0022346i,-0.0033676+0.0018099i,-0.0053533+0.0015129i,-0.0049837+0.001672i,-0.0033793+0.0019486i,-0.0028907+0.0016815i,-0.00087707+0.0017344i,0.0010641+0.0016286i,0.0015199-4.9988e-06i,0.0013896-0.00082296i,-2.4257e-05-0.0005487i
0.0010734+0.004523i,0.0024434+0.0040488i,0.0010196+0.0045754i,0.00028057+0.0063175i,0.0024369+0.0039297i,0.0034076+0.0013672i,0.0031906-0.001528i,0.0013268-0.0038655i,-0.00044685-0.0036065i,-0.00016415-0.0024945i,0.00024192-0.0016566i,0.00032983-0.00059763i,0.00070312+0.00032804i,0.0020594+0.0011782i,0.0036951+0.0016527i,0.0038403+0.0012373i,0.0023381+0.00098234i,0.00055508+0.00081698i,-0.00032735+0.0014749i,-0.00064599+0.0013815i,-0.00050586+0.00064432i,-0.00042666+0.00046178i,-6.6217e-05+2.5742e-05i
-0.0014371-0.0046387i,-0.0024031-0.0078719i,-0.0043637-0.0037084i,-0.0015615+0.0023062i,0.0025479+0.0045555i,0.0057184+0.0037958i,0.0059898+0.00074101i,0.0060207-0.00159i,0.0053896-0.0025422i,0.0028943-0.0023008i,0.0014244-0.0018369i,0.0013857-0.00062676i,0.00053946-2.8105e-05i,-0.0015421-0.00031966i,-0.0027624+0.00033664i,-0.0013584+0.0018227i,0.0015914+0.0017471i,0.0019249+0.00084746i,-0.00044746+2.3836e-05i,-0.00070933-5.9446e-05i,0.00063458+0.00062807i,0.00048166+0.00078757i,-0.00028179-0.00020586i
-0.0053141+0.00029254i,-0.007542+0.0014772i,-0.0065034+0.0034929i,-0.0020749+0.0028981i,0.0022861+0.0038507i,0.0048118+0.0045037i,0.0051244+0.0040594i,0.0050065+0.0038791i,0.0046705+0.0031763i,0.0035261+0.00050616i,0.001665-0.00090255i,0.00033792-0.00094536i,0.00049861-0.0015273i,0.001759-0.001159i,0.0032271+0.00015462i,0.0032948+0.00068712i,0.0024802+0.00014336i,0.0018466-0.00078558i,0.0011333-0.0010341i,0.00060516-0.0010923i,-0.00055609-0.00062602i,-0.0013243-0.00018885i,-0.0011031+4.0999e-05i
-0.0013782+0.002931i,-0.0017831+0.0039241i,-0.00085836+0.0014484i,-0.0011717+0.00037735i,-0.00051432+0.0039505i,0.00013118+0.0067148i,0.00025048+0.0067574i,0.00013899+0.0056876i,0.00072227+0.004534i,0.00055726+0.002695i,-0.00030722+0.00021659i,-0.00038982-0.00040851i,-0.00072494+0.00034624i,-0.001448-0.00050504i,-0.0022669-0.0010653i,-0.0023811-0.00044537i,-0.0010263-0.00042891i,0.00021417-0.0013047i,0.00032356-0.0012701i,-0.00035798+9.5547e-05i,-0.00068012+0.0010975i,-0.00048626+0.0015825i,-0.0003519+0.0013602i
0.0087147+0.0052798i,0.0088492+0.0031626i,0.0066705-0.00027882i,0.0024912+0.00086074i,0.00037074+0.0023096i,-0.00027823+0.002219i,-0.0010745+0.00093738i,-0.0023349-0.00013828i,-0.0028437-0.00048285i,-0.0018983-0.00098152i,-0.0013718-0.0011337i,-0.0010606-0.00045447i,0.00021964+0.00027389i,0.0021829+0.0005898i,0.0030354+0.0011176i,0.0023264+0.00042346i,0.00069729-0.0012322i,-0.00065974-0.0018817i,-0.00013312-0.001517i,0.00036539-0.0010269i,0.0001277-0.000535i,0.00018352-0.00047009i,-0.00025018-0.00029962i
0.0085952-0.0035584i,0.0045192-0.0053092i,-0.00032257-0.0041596i,-0.0013981+0.00059048i,-0.00019312+0.0037241i,0.0021543+0.0035178i,0.0018472-0.00040905i,0.00077173-0.003339i,0.00022081-0.0025946i,0.00048743-0.00038214i,0.0015193+0.00061678i,0.001333+0.00093228i,-0.00012565+0.00054522i,-0.0014226-3.4394e-05i,-0.001411-0.00015794i,-0.0015618-0.00032384i,-0.0017713-0.00050944i,-0.0014657-0.00010407i,-0.00093226+0.00091792i,-0.00049717+0.0010208i,0.00010361+0.00032955i,0.0005808+0.00027833i,0.00021816-0.00024416i
-0.00038331-0.00058913i,-0.0054786+0.0043096i,-0.0050958+0.0076655i,0.00023974+0.0064582i,0.0038863+0.0048977i,0.0051083+0.0041071i,0.0054489+0.002805i,0.0049726+0.00077748i,0.0042623-0.00025122i,0.0039868+7.9776e-05i,0.0022164+0.00074188i,0.00095506+0.00040722i,0.00067215+0.00067823i,0.00030373+0.0018668i,0.00053608+0.0019921i,0.00087133+0.002113i,0.00067718+0.0020007i,0.00030559+0.0018315i,0.00010234+0.0016479i,-0.00069282+0.00088698i,-0.0019803+0.00024492i,-0.0010162-0.00021232i,0.00072358-0.0004833i
-0.008539-0.0014091i,-0.0054591+0.0019621i,-0.00018475+0.0039164i,0.0025251+0.0041199i,0.004756+0.0049273i,0.0062802+0.0051669i,0.005483+0.0043268i,0.0034786+0.0037156i,0.0026804+0.0028974i,0.0024897+0.0017678i,0.002057+0.00099364i,0.0014254+0.00042006i,0.0002709+0.00023722i,-0.0010112-0.00025165i,-0.0014712-0.0012925i,-0.00040836-0.00064786i,0.0015247+0.00093983i,0.0018475+0.0010173i,0.001352+7.0336e-05i,0.0005032+0.00060598i,-0.00039458+0.0014036i,-0.00019743+0.00027267i,0.00011977-0.00021489i
-0.0047498+0.0042118i,0.00059655+0.0024753i,0.0015562+0.0018722i,0.0002855+0.0029739i,0.0013899+0.0033641i,0.0025842+0.0031867i,0.0016745+0.0033744i,0.00057498+0.0032571i,0.00060249+0.0027527i,0.00038906+0.001105i,-0.00047197-0.00041788i,5.9662e-06-0.00075651i,0.00088979-0.0012273i,0.0003786-0.0010266i,0.0008526+0.00043138i,0.0013225+0.0010415i,0.0013668+0.00034739i,0.0015675-0.00058495i,0.0012458-0.00078242i,0.00090246-0.00033735i,0.0010818+2.3051e-05i,0.00083894+3.2414e-05i,0.00013223-0.00012778i
-0.0017283+0.0076798i,-0.0021155+0.0045898i,-0.0035886+0.0068949i,-0.0012473+0.0093864i,0.0021622+0.0068284i,0.0031801+0.0037009i,0.0015783+0.0016967i,-0.00065996+0.00046374i,-0.0014663+6.4002e-05i,-0.00045719-0.00062992i,0.00012391-0.0010579i,8.3041e-05-0.00062049i,5.3218e-05-0.00063522i,-1.5786e-05-0.0010794i,2.23e-05-0.0015311i,0.00021385-0.001477i,0.00030615-0.00098545i,0.00038521-0.00078893i,0.00053745-0.00013492i,0.00042209+0.0007658i,-0.00020539+0.00093071i,-0.00076521+0.00049679i,-0.0001586+0.0002546i
