0.0023373+0.0012673i,0.00189-0.00022078i,0.0010092-0.0030112i,-0.00012025-0.0037443i,-0.0018412-0.0024627i,-0.0032377-4.2976e-05i,-0.0016122+0.0020605i,0.00061236+0.0025344i,0.0019665+0.0014896i,0.0018726-0.00093575i,0.00048788-0.0018944i,-0.0012801-0.0012741i,-0.0016058-0.0009268i,-0.00059159-0.00055933i,-0.00059654-0.00064917i,-0.0012433-0.00032475i,-0.00094999+0.00018563i,-7.1141e-05+2.3801e-06i,0.00015945+0.00038928i,-0.00017388+0.0005045i,-4.6222e-05-1.0559e-05i,-0.00028894-0.0005783i,-0.0007965-0.00084001i
0.038255+0.53645i,-0.14348+0.58116i,-0.30247+0.54462i,-0.16319+0.42245i,0.059529+0.18842i,0.12591+0.03516i,0.15749+0.012292i,0.17999-0.012208i,0.14709-0.029544i,0.083211-0.015425i,0.014025+0.015008i,-0.0089056+0.045201i,0.0077977+0.033166i,0.017901+0.0010039i,0.019662-0.012294i,0.020681-0.0084843i,0.025047+0.0068971i,0.030689+0.019131i,0.026678+0.020532i,0.017784+0.017724i,0.011001+0.01381i,0.0071781+0.011838i,0.0054202+0.010083i
-0.66881-0.28727i,-0.60877-0.31507i,-0.35901-0.31454i,-0.24581-0.27876i,-0.25596-0.17112i,-0.22933-0.076713i,-0.15792-0.048556i,-0.075157-0.074812i,-0.052926-0.10521i,-0.06697-0.068245i,-0.031436-0.012667i,0.01029-0.01382i,0.012438-0.030832i,-0.00031538-0.030388i,-0.014052-0.020899i,-0.016328-0.0028022i,-0.014439+0.0033633i,-0.024535-0.0020351i,-0.031004+0.00083397i,-0.022148+0.0057935i,-0.0097305+0.0066256i,-0.00046597+0.00059429i,0.00097635-0.013127i
0.58593-0.053031i,0.62219+0.12972i,0.47606+0.2894i,0.30538+0.27097i,0.20398+0.17814i,0.19553+0.11297i,0.16978+0.00095016i,0.034959-0.098036i,-0.072924-0.090013i,-0.06945-0.05384i,-0.044064-0.04632i,-0.046251-0.034238i,-0.048248-0.0017161i,-0.033243+0.024637i,-0.011393+0.02989i,0.0072977+0.018287i,0.023282-0.0033607i,0.031074-0.021255i,0.024487-0.025775i,0.006773-0.016437i,-0.0086002-0.0042516i,-0.013071+0.0022814i,-0.0041009+0.0061757i
-0.24677+0.071697i,-0.27373-0.076451i,-0.2305-0.25637i,-0.21613-0.25894i,-0.18481-0.12206i,-0.13737-0.0041953i,-0.11398+0.10078i,-0.075642+0.17569i,-0.033932+0.15555i,-0.01166+0.091596i,0.013444+0.037067i,0.035094-0.0024838i,0.036228-0.025189i,0.022189-0.029828i,0.0090292-0.022996i,-0.0051618-0.015021i,-0.022692+0.0010071i,-0.023908+0.016728i,-0.011461+0.012208i,-0.0052416-0.0024469i,-0.005833-0.010214i,-0.00934-0.010812i,-0.01896-0.0081517i
0.5076-0.041816i,0.56965-0.13554i,0.45788-0.12436i,0.36519-0.11796i,0.30417-0.19405i,0.19442-0.22919i,0.07451-0.16008i,0.0395-0.043479i,0.091239+0.019726i,0.11025-0.0081167i,0.046515-0.013185i,-0.0074135+0.026635i,-0.019874+0.035675i,-0.019771+0.022464i,-0.0098758+0.011977i,-0.0013937+0.0012593i,0.0015747-0.0015258i,-0.00025114+0.0022122i,-0.010976+0.0069813i,-0.015674+0.0084453i,-0.0085422+0.0055018i,0.0023262+0.0060714i,0.01676+0.0085096i
-0.74176+0.42288i,-0.73923+0.5757i,-0.52461+0.48175i,-0.31226+0.31901i,-0.17612+0.25152i,-0.097694+0.21601i,-0.0097463+0.13449i,0.078179+0.0092434i,0.079181-0.071458i,0.030055-0.060497i,0.016098-0.048316i,0.010616-0.064957i,-0.0074213-0.056676i,-0.020951-0.028035i,-0.034333-0.0048953i,-0.041327+0.01562i,-0.030173+0.026036i,-0.010749+0.020011i,0.0055631+0.0061022i,0.01203-0.0058876i,0.01122-0.010983i,0.012477-0.013028i,0.011226-0.014428i
0.42717-0.80327i,0.40983-0.80674i,0.36149-0.50161i,0.34546-0.2093i,0.29892-0.05524i,0.21633+0.010437i,0.10058+0.010313i,-0.0047196+0.0029903i,-0.028079+0.001812i,-0.0083131-0.0017982i,0.0033429+0.0040669i,0.0021861+0.018745i,0.007307+0.038229i,0.031705+0.038855i,0.049872+0.015808i,0.048576-0.011707i,0.030164-0.037685i,0.0044315-0.045772i,-0.0075595-0.031521i,-0.0037004-0.01447i,0.0030013-0.0057746i,0.0049196-0.0051546i,0.0049752-0.009801i
0.033749+0.70913i,0.012454+0.78759i,-0.030645+0.61376i,-0.078551+0.37695i,-0.11867+0.18261i,-0.17204+0.050869i,-0.21+0.0057416i,-0.21465+0.034178i,-0.16192+0.09701i,-0.039462+0.10517i,0.055435+0.033439i,0.071669-0.028197i,0.056162-0.038758i,0.035163-0.01852i,0.019826+0.0098159i,0.015602+0.028174i,0.015427+0.046546i,0.02106+0.059385i,0.028117+0.044767i,0.026358+0.018472i,0.0165+0.0053014i,0.0051536+0.0051004i,-0.0024751+0.013358i
-0.2695-0.4997i,-0.46059-0.65599i,-0.47067-0.51099i,-0.30225-0.23588i,-0.20929-0.091085i,-0.26514-0.075324i,-0.30398-0.018171i,-0.1853+0.10486i,-0.0096482+0.13491i,0.043938+0.064784i,0.02222+0.039105i,0.030195+0.043189i,0.040388+0.015086i,0.031192-0.0091659i,0.027164-0.020262i,0.021746-0.036536i,0.007917-0.047022i,-0.0023824-0.033404i,-0.00024271-0.0068507i,0.0056497+0.007309i,0.0062632+0.0099733i,0.0097218+0.0093347i,0.015282-0.002009i
0.048623+0.48451i,0.19621+0.66602i,0.23747+0.66959i,0.25291+0.56701i,0.36031+0.38226i,0.42235+0.048505i,0.26974-0.28605i,0.020596-0.3692i,-0.082137-0.2285i,-0.053178-0.072751i,-0.03452+0.0042251i,-0.034175+0.0087287i,-0.049782-0.017564i,-0.064886-0.016314i,-0.047682-0.0032793i,-0.024831-0.010655i,-0.019269-0.023696i,-0.023991-0.034711i,-0.039306-0.042836i,-0.044174-0.032038i,-0.021571-0.010868i,0.0033366+0.0043076i,0.01413+0.020474i
-0.25423-0.49627i,-0.49187-0.48139i,-0.55099-0.3426i,-0.5002-0.20742i,-0.50955-0.070312i,-0.52533+0.076961i,-0.44143+0.13532i,-0.33487+0.071691i,-0.26264+0.021417i,-0.15472+0.032916i,-0.024029+0.019112i,0.0321-0.0093535i,0.041478+0.0056629i,0.047957+0.017911i,0.024492+0.012609i,-0.0069602+0.031002i,-0.010575+0.052724i,0.0021676+0.051678i,0.009289+0.041122i,0.0036835+0.032937i,-0.011053+0.030071i,-0.017215+0.023828i,-0.013805+0.0045483i
0.52272+0.1238i,0.66153-0.0024999i,0.54642-0.037274i,0.29527+0.054336i,0.2334+0.074896i,0.45767-0.10186i,0.60289-0.30357i,0.44338-0.2415i,0.23132-0.050426i,0.11326+0.025228i,0.045836+0.041122i,0.030065+0.026194i,-0.0084105-0.022814i,-0.067468-0.0065828i,-0.054595+0.061748i,0.0021931+0.088891i,0.034595+0.070826i,0.032766+0.042028i,0.019302+0.029773i,0.017655+0.030787i,0.021182+0.022063i,0.022779+0.011349i,0.030481+0.0090243i
-0.4408+0.0092146i,-0.64151-0.080481i,-0.75484-0.12535i,-0.63665+0.0073756i,-0.35893+0.15714i,-0.15426+0.13215i,-0.063421-0.0074939i,-0.017386-0.11791i,0.0024904-0.088638i,0.014322+0.0090401i,0.00062985+0.072494i,0.0070513+0.11465i,0.05551+0.10078i,0.062539+0.062835i,0.045491+0.077909i,0.052564+0.098605i,0.039783+0.070713i,0.0030906+0.029338i,-0.014149+0.0096011i,-0.012952+0.0040301i,-0.013477+0.0074271i,-0.007818+0.018319i,0.0043405+0.02629i
-2.5037+7.8458i,-0.33096+6.1255i,3.0937+5.1109i,4.9646+2.1087i,4.6282-0.7428i,2.855-1.8741i,1.0582-1.0743i,0.25725+0.18149i,0.55728+0.82479i,1.403+0.42742i,1.6074-0.71634i,1.0417-1.5455i,0.5226-1.5374i,0.48375-1.0221i,0.7664-0.73528i,0.62822-0.70364i,0.11517-0.46556i,-0.14273-0.20869i,-0.17441-0.20507i,-0.13898-0.21098i,0.0031001-0.2i,0.11273-0.3447i,0.0077703-0.4804i
0.22338-0.016596i,0.15724+0.17453i,0.016077+0.3803i,-0.078881+0.44785i,-0.11079+0.4339i,-0.077102+0.40949i,0.042811+0.32682i,0.12499+0.18139i,0.10321+0.064224i,0.045752+0.016615i,0.0082449-0.0011053i,0.0070323-0.01313i,0.025912-0.021957i,0.037587-0.020613i,0.044175-0.020052i,0.051415-0.030724i,0.043755-0.031813i,0.029275-0.011982i,0.031863+0.0013652i,0.02937-0.0032903i,0.0088514+0.00098497i,0.0005734+0.011308i,-0.0019825+0.014056i
0.1056+0.30367i,0.21001-0.021984i,0.26047-0.4116i,0.17796-0.44919i,0.11547-0.17446i,0.20871+0.12917i,0.32853+0.26908i,0.30018+0.21425i,0.15708+0.12611i,0.056569+0.1049i,0.0072856+0.10015i,-0.0312+0.10521i,-0.032144+0.10787i,-0.011861+0.08631i,0.010581+0.078799i,0.043447+0.087848i,0.059016+0.084616i,0.038556+0.060944i,0.010167+0.04187i,0.00098106+0.045142i,-0.0036391+0.043536i,-0.0093609+0.033898i,-9.5671e-05+0.02114i
-0.11166-0.19015i,-0.19203-0.090254i,-0.28774+0.11777i,-0.28685+0.17223i,-0.11941+0.023087i,0.19936-0.18983i,0.4083-0.36083i,0.32443-0.3261i,0.19957-0.15435i,0.12715-0.096314i,0.019539-0.059476i,-0.0028699+0.026406i,0.049415+0.021192i,0.048245-0.022176i,0.013648-0.01601i,-0.01533+0.0043243i,-0.027014+0.010706i,-0.020875+0.012999i,-0.0043326+0.025613i,0.015463+0.034839i,0.019159+0.028998i,0.0085475+0.014564i,0.0045504-0.0012198i
-0.15721+0.18125i,-0.1049+0.22476i,-0.057441+0.16435i,-0.019913+0.24544i,0.039371+0.3561i,-0.017597+0.17892i,-0.16066-0.049836i,-0.13247-0.10225i,-0.0048038-0.13051i,0.0087696-0.12638i,-0.0070774-0.060349i,0.0090765-0.033386i,0.0027782-0.037335i,-0.0045448-0.03227i,-0.0027293-0.029439i,-0.0072502-0.019449i,-0.011143+0.0036555i,-0.0017432+0.023952i,0.012642+0.022147i,0.014974+0.0036579i,0.01313-0.0090145i,0.014569-0.01429i,0.0084073-0.01221i
0.18398-0.48367i,0.22623-0.38061i,0.39805-0.19692i,0.46597-0.29972i,0.24007-0.40826i,-0.028885-0.12155i,-0.097127+0.21221i,-0.099305+0.2137i,-0.13775+0.072889i,-0.11387+0.0086256i,-0.051191-0.01494i,-0.044065-0.022565i,-0.055495+0.0031617i,-0.036541+0.019432i,0.0018625+0.0026101i,0.032226-0.021503i,0.037539-0.020551i,0.035118-0.0065554i,0.030203-0.0057782i,0.015576-0.0047533i,0.0034243-0.001249i,-0.0039255-0.0057287i,-0.0087489-0.010867i
0.35315+0.65576i,0.36963+0.49944i,0.041437+0.1958i,-0.30045+0.16678i,-0.27486+0.27331i,-0.0091531+0.18242i,0.16753+0.040365i,0.17633+0.049653i,0.13118+0.11833i,0.074903+0.10155i,0.0035102+0.060152i,-0.021681+0.064225i,0.00051765+0.058463i,0.0051072+0.037035i,-0.014911+0.024254i,-0.031962+0.020205i,-0.019492+0.017557i,-0.00060508-0.0035159i,-0.0062203-0.025738i,-0.013111-0.019344i,-0.0098145+0.0017092i,-0.010095+0.013403i,-0.015043+0.015402i
-0.41648-0.31705i,-0.31782-0.38049i,0.024771-0.29781i,0.34982-0.11269i,0.47601+0.015293i,0.37773-0.058487i,0.17989-0.19338i,0.11746-0.21534i,0.12495-0.20905i,0.040491-0.16182i,-0.021223-0.046891i,0.0017422+0.018293i,0.031373+0.0075859i,0.046293-0.027774i,0.043034-0.054342i,0.025103-0.057314i,0.0024581-0.051972i,-0.015209-0.032938i,-0.015898-0.0062943i,-0.0076975+0.00098435i,0.002586-0.0036782i,0.010483-0.0064737i,0.013156-0.0068848i
0.1217+0.016433i,0.07763+0.22966i,0.03881+0.30215i,0.074899+0.00045416i,0.056592-0.3546i,-0.062119-0.32603i,-0.10352-0.10979i,-0.12522-0.071077i,-0.19231-0.096074i,-0.14989-0.058204i,-0.045623-0.064431i,-0.029438-0.092087i,-0.056489-0.065388i,-0.062286-0.024192i,-0.047368-0.0027769i,-0.017638+0.0054949i,0.0092267+0.012734i,0.024324+0.021288i,0.035665+0.019602i,0.037481+0.0032965i,0.021805-0.012302i,0.0041538-0.014407i,-0.0046039-0.006552i
0.41082-0.049302i,0.44959-0.24021i,0.23329-0.4133i,-0.18408-0.31776i,-0.42913-0.023638i,-0.27641+0.14738i,-0.04119+0.16922i,0.038724+0.23634i,0.080957+0.29642i,0.092283+0.22301i,0.033978+0.14501i,0.014697+0.14056i,0.048515+0.11821i,0.060703+0.071238i,0.047682+0.041776i,0.024867+0.024842i,0.0069559+0.013231i,0.0017799-0.0041897i,-0.0074087-0.023319i,-0.019335-0.02039i,-0.021836-0.0044389i,-0.020222+0.0061005i,-0.022173+0.0087716i
-0.30929+0.26647i,-0.22991+0.22147i,-0.0017751+0.22557i,0.25204+0.29979i,0.38262+0.2561i,0.28377+0.073068i,0.13302-0.085051i,0.14925-0.16461i,0.18284-0.21326i,0.096846-0.16841i,0.030967-0.056502i,0.027088-0.0096922i,0.017131-0.020165i,0.0078789-0.028654i,0.0045197-0.026976i,0.0027107-0.015712i,0.00052-0.0093531i,-0.012729-0.0045883i,-0.021334+0.010189i,-0.01151+0.013912i,-0.0011003-0.00084068i,-0.0024017-0.0096255i,0.0029431-0.0044954i
-0.19919-0.31113i,-0.43992-0.16434i,-0.51323-0.028714i,-0.28234-0.13553i,-0.076973-0.30155i,-0.08467-0.248i,-0.13479-0.066525i,-0.16251-0.0197i,-0.1894-0.051555i,-0.13666-0.051344i,-0.04494-0.074487i,-0.024187-0.093902i,-0.041147-0.062577i,-0.0425-0.02846i,-0.0336-0.019439i,-0.025049-0.023001i,-0.015202-0.019277i,0.0035347-0.0065205i,0.019605-0.0048487i,0.015881-0.0099236i,0.0061685-0.0043125i,0.0080298+0.0028437i,0.0089631+0.0014852i
0.44548+0.30159i,0.86101+0.27922i,0.90592+0.028772i,0.31735-0.12964i,-0.27167+0.013351i,-0.3085+0.21779i,-0.087776+0.24036i,-0.0019153+0.22019i,0.0038066+0.24081i,0.025029+0.20244i,0.026185+0.12104i,0.023023+0.069586i,0.029775+0.041916i,0.026621+0.02705i,0.01393+0.019171i,-0.0030994+0.017668i,-0.0098867+0.02028i,-0.009345+0.0087432i,-0.017682-0.0064835i,-0.019544-0.0045435i,-0.0093588+0.002562i,-0.0030303+0.00032491i,-0.0072221-0.0065535i
-0.14207-0.427i,-0.53495-0.50702i,-0.67957-0.24183i,-0.31524+0.057326i,0.1064+0.061322i,0.17444-0.08344i,0.090211-0.14114i,0.087171-0.14399i,0.11045-0.16056i,0.056757-0.15231i,-0.033887-0.07497i,-0.065901+0.011936i,-0.040609+0.035341i,-0.012848+0.01394i,0.0024664-0.0017092i,0.017261-0.0061913i,0.022107-0.011126i,0.014114-0.0016901i,0.014999+0.02105i,0.020944+0.024412i,0.010855+0.0094756i,-0.002343+0.004031i,0.0017912+0.0051671i
-0.080985+0.6491i,0.11887+0.62618i,0.2103+0.26749i,0.11495-0.026968i,0.039402-0.067225i,0.072295-0.028556i,0.063039-0.024693i,-0.0049974-0.037403i,-0.060601-0.035806i,-0.057107-0.010775i,0.0019765-0.012518i,0.033212-0.050979i,0.011589-0.064957i,-0.009918-0.044346i,-0.01313-0.020897i,-0.0087541-0.0071604i,0.0013555-0.0029907i,0.012245-0.015298i,0.0090217-0.037345i,-0.0043906-0.038679i,-0.0046434-0.019754i,0.0011293-0.010941i,-0.0056263-0.0079443i
-0.0069975-0.46148i,0.079816-0.25511i,0.14614+0.076893i,0.035427+0.21631i,-0.11896+0.23053i,-0.091415+0.23246i,0.055596+0.17523i,0.10574+0.10716i,0.067937+0.076106i,0.033637+0.051013i,0.0081631+0.030219i,-0.002239+0.032769i,0.013782+0.040245i,0.03096+0.025894i,0.026512-0.00089608i,0.0046118-0.012999i,-0.015013-0.0032177i,-0.023067+0.017973i,-0.015353+0.033263i,8.5354e-05+0.030044i,0.0061247+0.018128i,0.0040885+0.01355i,0.0036311+0.010069i
0.15322-0.093498i,-0.068176-0.32915i,-0.23457-0.42401i,-0.12875-0.28215i,0.046355-0.15897i,0.044317-0.14436i,-0.043047-0.085883i,-0.034467-0.017023i,0.012599-0.020963i,0.010715-0.04088i,-0.012437-0.032647i,-0.032033-0.017755i,-0.051253-0.0079304i,-0.058942+0.0087412i,-0.043706+0.027036i,-0.015853+0.031335i,0.0025659+0.021937i,0.0056305+0.010432i,0.0047434+0.0070277i,0.0063006+0.0089911i,0.0060717+0.0062319i,0.0015959-0.00097151i,-0.0027949-0.0040839i
0.16438+0.5031i,0.35513+0.60162i,0.44377+0.49003i,0.42268+0.27914i,0.37532+0.12554i,0.2788+0.047295i,0.13939+0.011651i,0.038753+0.012441i,0.00062148+0.027053i,-0.017862+0.044213i,-0.01938+0.064686i,0.0035197+0.065952i,0.03098+0.043059i,0.046697+0.012184i,0.039857-0.011514i,0.018934-0.020174i,0.0081509-0.020327i,0.013761-0.021723i,0.01612-0.024168i,0.0080016-0.021912i,0.0028523-0.014555i,0.0038876-0.0069677i,0.0067713-0.00036486i
-0.61264-0.20447i,-0.59813-0.14359i,-0.38759-0.067949i,-0.22253-0.062169i,-0.17006-0.087274i,-0.14954-0.077533i,-0.098223-0.045198i,-0.043744-0.044764i,-0.036025-0.060173i,-0.028562-0.061864i,0.0030669-0.076791i,0.01218-0.089034i,0.0010809-0.072496i,-0.010196-0.052301i,-0.020316-0.039758i,-0.026306-0.022636i,-0.026079-0.0029175i,-0.023463+0.0059766i,-0.020382-0.0019214i,-0.016791-0.012593i,-0.014021-0.013474i,-0.016301-0.010319i,-0.023997-0.010427i
0.64491-0.51046i,0.5453-0.6327i,0.30287-0.59106i,0.10394-0.50917i,-0.060303-0.40683i,-0.12956-0.21477i,-0.07453-0.039837i,-0.0054672+0.040639i,0.036099+0.061054i,0.047065+0.044627i,0.010926+0.041712i,-0.021109+0.066351i,-0.021403+0.070392i,-0.018418+0.056838i,-0.0050287+0.045794i,0.021908+0.022486i,0.034953-0.0086397i,0.023502-0.020045i,0.0078426-0.00083309i,0.0032568+0.019763i,0.0010521+0.019758i,0.0013834+0.014574i,0.012997+0.012325i
-0.039863+0.86601i,0.054057+0.92585i,0.087458+0.70917i,0.058753+0.46866i,0.074205+0.31907i,0.1163+0.18229i,0.12975+0.049523i,0.12633-0.042823i,0.092548-0.076823i,0.037227-0.039074i,0.026179+0.007634i,0.045712+0.0001009i,0.040024-0.022169i,0.024857-0.017758i,0.012255-0.0032788i,-0.0022445+0.013838i,-0.0011974+0.029174i,0.016853+0.023885i,0.027748-0.0010586i,0.022925-0.019577i,0.018734-0.022283i,0.01579-0.019827i,0.0025505-0.013854i
-0.4547-0.46168i,-0.52539-0.57228i,-0.44371-0.50298i,-0.29408-0.32293i,-0.15295-0.18179i,-0.071603-0.11624i,-0.080566-0.085219i,-0.13529-0.066079i,-0.1502-0.050482i,-0.10219-0.054361i,-0.05861-0.072124i,-0.051805-0.060537i,-0.033871-0.024869i,0.0051401-0.014924i,0.027036-0.031024i,0.019098-0.043904i,-0.0054426-0.041735i,-0.028978-0.023412i,-0.036173-0.0044924i,-0.030238+0.00048242i,-0.027426+0.0036982i,-0.025073+0.012027i,-0.013741+0.012405i
0.29273-0.10022i,0.42619+0.095956i,0.41937+0.20156i,0.14736+0.1172i,-0.17589+0.090578i,-0.23323+0.1631i,-0.095961+0.18797i,-0.0055546+0.17138i,0.019467+0.15097i,0.023101+0.11296i,0.018431+0.08061i,0.023126+0.055393i,0.014523+0.021263i,-0.017596+0.00037676i,-0.038988+0.0021687i,-0.034914+0.012184i,-0.018039+0.018093i,-0.00079872+0.014681i,0.0053606+0.01095i,0.0029182+0.011418i,0.0042036+0.0056495i,0.0071736-0.0076881i,0.0050936-0.014773i
0.3209+0.19443i,0.07866-0.0023792i,-0.20774-0.025499i,-0.065483+0.19895i,0.29761+0.2545i,0.36664+0.070838i,0.20792-0.051171i,0.13352-0.059948i,0.12736-0.060715i,0.085565-0.052903i,0.027042-0.027577i,-0.011063-0.0056562i,-0.018129+0.011533i,-0.0036086+0.02108i,0.0097873+0.022423i,0.014868+0.021334i,0.018046+0.017305i,0.016047+0.012001i,0.011969+0.011781i,0.013188+0.014044i,0.012041+0.014473i,0.0045272+0.015842i,-0.0032721+0.016939i
-0.61126+0.21921i,-0.32045+0.31092i,0.13766+0.1321i,0.21963-0.1702i,0.0359-0.26197i,-0.064353-0.15625i,-0.080963-0.055991i,-0.093415-0.020237i,-0.10459-0.0107i,-0.090974+0.0025997i,-0.040463+0.0087905i,0.006327+0.00087345i,0.020501-0.013681i,0.013123-0.027585i,0.00036127-0.037188i,-0.012377-0.043084i,-0.023327-0.035415i,-0.021113-0.017598i,-0.0073694-0.01124i,0.0010544-0.011491i,0.004836-0.0049972i,0.010772+0.0020087i,0.015677-0.0027671i
0.36453-0.42827i,0.22431-0.35166i,-0.034885-0.04793i,-0.12232+0.16795i,-0.092671+0.17172i,-0.029464+0.1161i,0.07747+0.062168i,0.12322+0.011457i,0.10064-0.0027024i,0.076873-0.0098392i,0.036398-0.022938i,-0.0089228-0.015672i,-0.023978+0.010139i,-0.014367+0.033454i,0.00012951+0.04223i,0.0092628+0.040113i,0.014822+0.025083i,0.013767+0.0026065i,0.0066561-0.010321i,0.0013373-0.014433i,-0.0022628-0.020096i,-0.01072-0.023714i,-0.018991-0.012471i
-0.034679+0.071457i,-0.069321-0.077795i,-0.018737-0.26934i,0.080624-0.31169i,0.14209-0.24287i,0.083466-0.18383i,-0.022479-0.10747i,-0.042281-0.041275i,-0.02379-0.039133i,-0.026659-0.038209i,-0.011992-0.014559i,0.0167-0.004653i,0.031706-0.012285i,0.032363-0.025322i,0.02198-0.030729i,0.010585-0.022899i,0.0040424-0.0060058i,0.00079814+0.006222i,-0.0014141+0.01028i,-0.00099648+0.013094i,0.0031269+0.015198i,0.010085+0.015605i,0.0124+0.0083653i
0.13499+0.45872i,0.34109+0.54533i,0.39329+0.40163i,0.21418+0.15388i,0.015761+0.039295i,-0.015409+0.072318i,0.022295+0.08642i,0.0058336+0.064206i,-0.024649+0.071506i,-0.027064+0.081381i,-0.026908+0.070654i,-0.027687+0.056019i,-0.02783+0.036378i,-0.030976+0.019355i,-0.023813+0.012019i,-0.009568+0.0018567i,-0.0016096-0.010137i,0.0016495-0.013514i,0.00032355-0.0098857i,-0.0078611-0.0062479i,-0.016367-0.0055203i,-0.018867-0.002644i,-0.011837+0.0060042i
-0.48994-0.5902i,-0.72998-0.58681i,-0.72928-0.30876i,-0.49136-0.041216i,-0.25095+0.017475i,-0.13976-0.045171i,-0.084447-0.083823i,-0.03027-0.077768i,0.0079411-0.079211i,0.0084694-0.088143i,-0.0050518-0.076156i,-0.0093212-0.055952i,-0.0057593-0.038521i,0.00075156-0.022367i,0.003973-0.01142i,0.0033744-3.6306e-05i,0.0028561+0.0056814i,0.0021874-0.00066156i,0.0040472-0.0088469i,0.0088158-0.010916i,0.0080464-0.0081469i,0.0022504-0.0090003i,-0.00041582-0.013785i
0.58023+0.27996i,0.75301+0.16796i,0.64295-0.090344i,0.35757-0.19855i,0.13915-0.087334i,0.068035+0.064497i,0.050431+0.12751i,0.028812+0.10494i,0.010405+0.07289i,0.01743+0.059625i,0.034237+0.039539i,0.036607+0.022792i,0.029476+0.023507i,0.021565+0.026158i,0.013469+0.017993i,0.0053354+0.0025813i,0.0020608-0.0026678i,0.0016832+0.0055919i,-0.0042234+0.013993i,-0.0096128+0.014283i,-0.005844+0.0094729i,0.0026374+0.0058308i,0.002868+0.0017687i
-0.22814+0.036773i,-0.27119+0.19923i,-0.2182+0.36969i,-0.11842+0.33285i,-0.053534+0.13404i,-0.047324-0.033669i,-0.04351-0.087007i,-0.010271-0.065209i,0.02111-0.048731i,0.010823-0.034914i,-0.00080796+0.0062181i,0.0085077+0.029088i,0.0066953+0.014956i,-0.0021806-0.00031259i,-0.0053371-0.0013112i,-0.0080511+0.0078065i,-0.0093748+0.01198i,-0.0037321+0.0047092i,0.0028203-0.0023403i,0.0039627-0.0012508i,0.001952+0.0028712i,-0.00197+0.0048319i,-0.0034116+0.0080475i
-0.24304-0.0046442i,-0.33225-0.1202i,-0.29684-0.22572i,-0.16317-0.13319i,-0.015303+0.036184i,0.071518+0.085688i,0.05877+0.046277i,-0.0057777+0.0040205i,-0.063094-0.0015004i,-0.067689+0.0053882i,-0.055573-0.021456i,-0.059638-0.043593i,-0.042122-0.035429i,-0.013314-0.030511i,-0.002315-0.029613i,0.0040442-0.024144i,0.0081485-0.019431i,0.0024772-0.010832i,-0.00062014-0.0016246i,0.005576-0.0016239i,0.0075263-0.0051112i,0.0016755-0.0053452i,-0.00087508-0.0025777i
0.44191-0.25089i,0.62731-0.19284i,0.58332-0.06025i,0.3301-0.063973i,0.059584-0.12357i,-0.065762-0.067543i,-0.038194+0.011713i,0.0088497+0.030362i,0.026227+0.024547i,0.036702+0.01077i,0.045429+0.0017709i,0.049536+0.0049975i,0.035636+0.013013i,0.011904+0.020871i,-0.0034495+0.019093i,-0.012731+0.0087683i,-0.014705+0.0050413i,-0.0062095+0.0051704i,0.0023747+0.0020836i,0.0033649-0.00018148i,0.0049295-0.0010188i,0.011652-0.0044849i,0.013526-0.011419i
-0.29795+0.35091i,-0.48025+0.36695i,-0.47137+0.27183i,-0.23875+0.2217i,-0.010505+0.1727i,0.054321+0.063431i,0.035151-0.00031099i,0.046256+0.0024234i,0.061399+0.012596i,0.038148+0.025369i,0.0089557+0.04005i,-0.0082298+0.040691i,-0.01586+0.028676i,-0.013018+0.018696i,-0.0038156+0.016416i,0.0065446+0.01469i,0.0091781+0.0067983i,0.0018838-0.0033894i,-0.0065818-0.00808i,-0.0076181-0.0058451i,-0.0062365-0.0015306i,-0.010326+0.004056i,-0.012779+0.01204i
0.1515-0.18322i,0.31745-0.25251i,0.38173-0.29164i,0.28615-0.28762i,0.18554-0.20066i,0.16113-0.099256i,0.12005-0.059308i,0.040781-0.039831i,-0.0069472-0.025305i,-0.02136-0.030288i,-0.035683-0.029915i,-0.031801-0.014939i,-0.0029105-0.012856i,0.014111-0.024863i,0.011577-0.026891i,0.0027951-0.019027i,-0.0054121-0.0053931i,-0.0035222+0.0098775i,0.004003+0.01443i,0.0036847+0.0092889i,-0.00035108+0.005032i,0.00050862+0.0040938i,0.0044487+0.00075038i
-0.17478-0.045903i,-0.27276+0.02857i,-0.2862+0.12261i,-0.27511+0.12343i,-0.31082+0.091714i,-0.29924+0.11125i,-0.1729+0.12048i,-0.038809+0.069491i,0.011192+0.0016965i,0.0094245-0.029979i,0.012459-0.033745i,0.013212-0.031027i,-0.0045274-0.012228i,-0.010444+0.014648i,0.00067961+0.023048i,0.010512+0.01906i,0.019121+0.0098862i,0.017978-0.0072808i,0.0050418-0.016185i,-0.0033329-0.011246i,-0.0028563-0.0074653i,-0.00029726-0.012465i,-0.0015769-0.017118i
0.27468+0.090882i,0.28592+0.015561i,0.18115-0.076753i,0.18229-0.084379i,0.30297-0.11253i,0.29429-0.19388i,0.13811-0.18805i,0.034415-0.099621i,0.021791-0.030585i,0.03024+0.0046794i,0.038093+0.030606i,0.045339+0.036655i,0.044353+0.014639i,0.028483-0.011075i,0.0090498-0.019661i,-0.0036561-0.020172i,-0.013754-0.015714i,-0.017731-0.0045234i,-0.012085+0.0053728i,-0.0044627+0.0079304i,-0.002133+0.0080027i,-0.0041247+0.013715i,-0.0042952+0.018405i
