-0.00021825+0.0011908i,-0.00044829+0.002127i,-0.0017713+0.0013479i,-0.0027996+1.6931e-05i,-0.0021338+0.0010918i,-0.0012977+0.0027891i,0.00011899+0.0017282i,0.001211+0.00060724i,0.0010084+0.00046706i,0.00059739-0.0002065i,0.00011433-0.00059014i,-0.00038336-0.00018194i,-0.00056501+0.00017169i,-0.00048235+0.00037524i,-0.00052838+0.00068222i,-0.00075324+0.0013029i,-0.00026802+0.0010675i,0.00022583+0.00048637i,0.00023591+0.00039392i,0.00020352+0.00024277i,-3.7286e-05-5.2325e-05i,-0.00054404-0.00039762i,-0.00064852-0.00038911i
0.13863-0.087465i,0.096022-0.21306i,-0.05983-0.22484i,-0.16194-0.067286i,-0.13077+0.086808i,-0.10632+0.13278i,-0.12405+0.14956i,-0.083935+0.13835i,-0.023581+0.068813i,-0.0057065+0.017109i,0.0012036+0.0039003i,0.0068487-0.0073033i,0.0014009-0.0085459i,-0.0030653+0.0046432i,-0.0051725+0.01816i,-0.0085818+0.022862i,-0.010308+0.018167i,-0.010755+0.0058094i,-0.011086-0.0036555i,-0.0077967-0.0032305i,-0.0020202-0.00061231i,0.00050587-0.00029476i,-0.00028342-0.0019047i
0.046564+0.19488i,0.11332+0.2679i,0.16323+0.16512i,0.15962-0.079i,0.10223-0.23134i,0.061883-0.17517i,0.088899-0.046991i,0.10993+0.013872i,0.084714+0.011941i,0.045981+0.0004695i,0.015382+0.0025839i,0.0022192+0.012424i,0.0058667+0.0082385i,0.0068382-0.008456i,0.0022439-0.014293i,0.0055376-0.0070908i,0.018327+0.0047552i,0.031782+0.013576i,0.036055+0.01466i,0.030777+0.012051i,0.020558+0.0062697i,0.0067718-0.0017974i,-0.005699-0.0060022i
-0.10176+0.0082276i,-0.13848+0.054033i,-0.085234+0.12691i,0.01548+0.16927i,0.074703+0.14073i,0.095133+0.09407i,0.098172+0.030209i,0.043584-0.048217i,-0.041092-0.056675i,-0.058438-0.011557i,-0.026742+0.0063603i,-0.0089572+0.0019483i,-0.003187+0.0071814i,0.0061536+0.014631i,0.012165+0.010601i,0.0072476-0.00072763i,-0.0055642-0.0066772i,-0.012298+0.002211i,-0.0050557+0.013907i,0.0050328+0.0089569i,0.0078396-0.0058964i,0.0049383-0.014524i,0.00026897-0.014463i
0.046224+0.036739i,0.089769+0.061325i,0.076781+0.054591i,-0.062991+0.030561i,-0.20213+0.034572i,-0.19956+0.0025302i,-0.12266-0.065126i,-0.05428-0.068748i,0.0012057-0.028141i,0.018546-0.011448i,0.010098-0.0072659i,0.0069939-0.0051344i,-0.0037274-0.011573i,-0.027039-0.010525i,-0.041317-0.0020373i,-0.042305-0.00057893i,-0.038741-0.0043937i,-0.032079-0.0086175i,-0.024119-0.0089907i,-0.016991-0.0049825i,-0.0098889+0.00055298i,-0.0022902+0.0047936i,0.0034915+0.0055689i
-0.11864-0.052401i,-0.15907-0.10991i,-0.090162-0.12497i,0.065976-0.10769i,0.15582-0.10605i,0.11772-0.10384i,0.029485-0.064186i,-0.012456+0.00096776i,0.015502+0.036651i,0.045712+0.020563i,0.034093-0.0061496i,0.0085332-0.011769i,0.0001713-0.0086069i,0.0056092-0.015275i,0.009254-0.025004i,0.0072646-0.020428i,0.0037543-0.0036247i,-0.0042473+0.0097953i,-0.012821+0.013023i,-0.013567+0.009767i,-0.0079531+0.0044057i,-0.00046319-0.0018526i,0.0058931-0.0069274i
0.085237-0.1523i,0.1467-0.23723i,0.10303-0.20268i,0.0068194-0.040697i,-0.026209+0.1111i,-0.035492+0.16468i,-0.052314+0.14055i,-0.036802+0.056474i,-0.028957-0.032484i,-0.034485-0.047193i,-0.013151-0.018502i,0.0086084-0.0096641i,0.0079336-0.0077886i,0.0094322+0.0038284i,0.017819+0.012911i,0.020054+0.011382i,0.013876-0.0013244i,0.0032049-0.013148i,-0.0064581-0.010726i,-0.0056141+0.0005135i,0.003895+0.0075387i,0.011627+0.0081789i,0.013438+0.0048875i
0.043231+0.052646i,-0.02686+0.12865i,-0.14344+0.073748i,-0.22148-0.087102i,-0.20998-0.1634i,-0.13086-0.11744i,-0.044075-0.030513i,-0.014879+0.035437i,-0.019713+0.052129i,-0.017657+0.033003i,-0.013386+0.018989i,-0.00034624+0.02312i,0.020589+0.018962i,0.018903+0.0020673i,0.0011496-0.0079428i,-0.0058309-0.014855i,0.00056187-0.023581i,0.011454-0.025019i,0.018009-0.021849i,0.013782-0.0188i,0.00036688-0.011565i,-0.0097053-0.00082941i,-0.010392+0.0088007i
0.09908+0.0062996i,0.070839-0.034547i,0.09972-0.0061573i,0.20254+0.067715i,0.26419+0.079593i,0.26426+0.044941i,0.22034-0.00010724i,0.13006-0.025819i,0.042976+0.0067103i,0.01108+0.040729i,-0.00093037+0.025148i,-0.023267+0.0028541i,-0.030629+0.0041332i,-0.014273+0.010076i,0.004895+0.010983i,0.012618+0.013726i,0.0073187+0.019748i,0.0024994+0.02394i,0.0058594+0.01969i,0.0074276+0.0094356i,0.0065059+0.0034561i,0.0054295+0.0018301i,0.0033929+0.00065376i
0.011671+0.2927i,0.062616+0.40681i,0.093738+0.43336i,0.049118+0.34826i,-0.037177+0.2117i,-0.093426+0.077096i,-0.073171-0.027138i,-0.00036577-0.075172i,0.050174-0.082332i,0.03826-0.069765i,0.0081118-0.038421i,-0.00075422-0.014086i,-0.010031-0.011288i,-0.024264-0.0051082i,-0.025099+0.0074127i,-0.016755+0.010754i,-0.0083939+0.0084461i,-0.0054196+0.0033838i,-0.010912-0.0013812i,-0.014387+0.00093103i,-0.0097269+0.0053293i,-0.0047856+0.0072602i,-0.001714+0.005571i
-0.29799-0.079931i,-0.32266-0.20664i,-0.2358-0.30487i,-0.10465-0.33001i,-0.023714-0.31994i,-0.045479-0.26289i,-0.1173-0.15681i,-0.14253-0.057757i,-0.094667-0.018159i,-0.036104-0.019283i,-0.01182-0.014958i,-0.0049618-0.00059291i,0.003221+0.0081135i,0.0092391-0.0041438i,0.0073176-0.029811i,0.0029755-0.037384i,0.0051245-0.025231i,0.00468-0.011474i,0.002713-0.00095096i,0.0041342+0.00090789i,0.0017433-0.0053895i,-0.0049331-0.011245i,-0.012974-0.010675i
0.086754-0.25808i,0.249-0.25142i,0.31519-0.17982i,0.19311-0.072556i,0.044046+0.079481i,0.006258+0.20079i,0.014427+0.22371i,-0.00099804+0.16844i,-0.028435+0.099201i,-0.035232+0.05866i,-0.0066872+0.028072i,0.019571-0.0075148i,0.02375-0.023539i,0.024225-0.014723i,0.023143+0.0012918i,0.010553+0.0107i,-0.012207+0.0083815i,-0.027816+0.0014773i,-0.029368+0.00080469i,-0.02088+0.0044708i,-0.0091846+0.0056612i,0.00040861+0.0037749i,0.0061402+0.00037063i
0.092935-0.085239i,-0.10765-0.019532i,-0.33959+0.048072i,-0.40263+0.068609i,-0.31972+0.056606i,-0.19057+0.02489i,-0.051102+0.014739i,0.050567+0.026352i,0.080995+0.026242i,0.066955+0.014126i,0.03784+0.011237i,0.017756+0.020364i,0.018172+0.021269i,0.012828+0.015815i,-0.0069382+0.020371i,-0.016096+0.021939i,-0.010425+0.012657i,0.00093994+0.00053358i,0.01064-0.01316i,0.0081436-0.019237i,0.00068804-0.011338i,-0.00093978+0.00038047i,0.0011117+0.0044759i
0.29726+0.073279i,0.31441-0.090271i,0.27417-0.21345i,0.26823-0.18928i,0.28329-0.14142i,0.26815-0.14748i,0.19802-0.18488i,0.10586-0.18987i,0.040308-0.13025i,0.015496-0.06095i,-0.00071738-0.032625i,-0.030384-0.02143i,-0.051568+0.001313i,-0.040827+0.01838i,-0.010065+0.013016i,0.012472-0.0018325i,0.018136-0.0070192i,0.016269-0.0020084i,0.015214+0.0024239i,0.014858+0.00033681i,0.011655-0.0059474i,0.0057147-0.011688i,-0.00079136-0.015835i
-0.14003+0.51218i,-0.095698+0.68216i,0.0020314+0.67833i,0.076835+0.48753i,0.054743+0.26305i,-0.044142+0.1455i,-0.093234+0.087587i,-0.088778+0.026794i,-0.07423-0.010821i,-0.051121-0.020502i,-0.023442-0.018853i,0.0042655-0.01247i,0.012051-0.015561i,-0.0039773-0.016731i,-0.015323-0.0059023i,-0.012608+0.003338i,-0.0048962-0.00020598i,-0.00073305-0.010735i,-0.0022947-0.015026i,-0.0024498-0.011251i,-0.0018476-0.0039292i,-0.00084125+0.0027147i,0.000764+0.0052699i
-0.43703-0.18844i,-0.47778-0.30543i,-0.41358-0.34111i,-0.33709-0.27567i,-0.25481-0.20549i,-0.18539-0.14749i,-0.14386-0.041823i,-0.095399+0.059313i,-0.039763+0.082237i,-0.011573+0.053978i,-0.0095762+0.029336i,-0.0070753+0.015331i,0.0043632+0.0048531i,0.013111-0.012689i,0.0058147-0.035144i,-0.0083683-0.038686i,-0.01222-0.022962i,-0.0062307-0.0055887i,0.0028329+0.0039388i,0.0054111+0.0044753i,-0.0031271+0.0050278i,-0.011682+0.0088977i,-0.011066+0.010309i
0.14156-0.31406i,0.34594-0.19262i,0.47387-0.047923i,0.37144+0.001796i,0.19649+0.072315i,0.15221+0.13686i,0.15212+0.10243i,0.10844+0.048827i,0.067724+0.027542i,0.041453+0.015324i,0.028857+0.007271i,0.026891-0.0083688i,0.018177-0.025516i,0.015662-0.021613i,0.029167-0.0037088i,0.038244+0.0086443i,0.030002+0.01405i,0.01299+0.01404i,-0.00047721+0.015179i,-0.0012589+0.021092i,0.0098102+0.018014i,0.015864+0.0057017i,0.012382-0.004581i
0.20255-0.18203i,-0.05023-0.19084i,-0.27124-0.081048i,-0.21747+0.064469i,-0.10126+0.10524i,-0.088519+0.063058i,-0.077771+0.026531i,-0.034533-0.0099319i,-0.018479-0.032698i,-0.011494-0.017658i,0.0030126+0.0033245i,0.0081342+0.023199i,0.017668+0.040207i,0.023711+0.038032i,0.0068125+0.031355i,-0.016676+0.025793i,-0.027065+0.017485i,-0.022034+0.013809i,-0.0092478+0.012571i,-0.0018377+0.0087437i,-0.0035463+0.0047072i,-0.0070424+0.0025814i,-0.0084055+0.0039367i
0.42681+0.21962i,0.55178-0.018055i,0.45868-0.31058i,0.2514-0.39814i,0.16149-0.33323i,0.15662-0.28276i,0.10572-0.2377i,0.036164-0.15455i,0.0090671-0.075937i,0.0025822-0.041152i,-0.017139-0.036844i,-0.037239-0.02581i,-0.044465+0.0029586i,-0.040544+0.022934i,-0.02814+0.018483i,-0.014441+0.0017419i,-0.0094296-0.010529i,-0.0093513-0.011099i,-0.0039719-0.0076901i,0.0028414-0.010052i,0.0012643-0.016145i,-0.0063801-0.020137i,-0.012546-0.018724i
-0.39126+0.55862i,-0.44655+0.7176i,-0.353+0.65393i,-0.18069+0.38738i,-0.080888+0.14619i,-0.048028+0.099966i,0.0019099+0.11383i,0.028345+0.075673i,0.015497+0.042787i,0.0088288+0.025197i,0.0062874+0.0085379i,0.0092204-0.0069051i,0.0090208-0.033185i,-0.010923-0.041582i,-0.028265-0.018813i,-0.02372+0.0091042i,-0.008507+0.018533i,0.00081255+0.0036735i,-0.0065054-0.014254i,-0.020607-0.011405i,-0.019067+0.0065611i,-0.0028976+0.015158i,0.011773+0.0072441i
-0.42967-0.35353i,-0.43387-0.44615i,-0.37232-0.3611i,-0.35053-0.11484i,-0.31543+0.049936i,-0.27127+0.020531i,-0.24252-0.01166i,-0.17078+0.00319i,-0.09162-0.014919i,-0.059607-0.022048i,-0.035055+0.0019051i,-0.014173+0.012618i,-0.0076363+0.014606i,0.0037584+0.0075735i,0.0093918-0.013844i,0.0015423-0.031141i,-0.0033214-0.033337i,-0.0022418-0.027911i,-0.0010736-0.022585i,-0.0011096-0.018164i,-0.0022268-0.015761i,-0.0014319-0.012305i,-0.00057265-0.0070172i
0.18952-0.23719i,0.32065+0.024974i,0.41153+0.28192i,0.36496+0.25876i,0.23579+0.12771i,0.15816+0.083759i,0.12377+0.06516i,0.080508+0.062518i,0.057602+0.064477i,0.047903+0.033673i,0.036906+0.0049509i,0.0328-0.0091778i,0.022331-0.01399i,0.016031-0.0082827i,0.026884-0.0076883i,0.029112-0.012i,0.015539-0.0081716i,0.006771+0.0061724i,0.012563+0.018446i,0.019786+0.019044i,0.019375+0.011177i,0.015324+0.00065974i,0.0095648-0.0059171i
0.30426-0.21304i,0.075747-0.35109i,-0.095722-0.36319i,0.0064342-0.25273i,0.10182-0.12819i,0.044022-0.026648i,0.0066013+0.025583i,0.016294-0.0063997i,-0.0020579-0.023i,-0.0048015+0.0031737i,0.0014391+0.0043886i,-0.0040293+0.0099619i,0.017546+0.027269i,0.041977+0.019791i,0.031478+0.0081169i,0.0075327+0.011857i,-0.0072648+0.020167i,-0.0050853+0.024707i,0.0064194+0.015466i,0.0078158-0.0032866i,-0.0037999-0.010958i,-0.012786-0.0038898i,-0.0095626+0.0048681i
0.44902+0.42262i,0.70289+0.22747i,0.65878-0.10642i,0.3105-0.26956i,0.054486-0.24298i,0.039888-0.20048i,0.07879-0.20279i,0.079004-0.18336i,0.061162-0.13777i,0.032002-0.087114i,0.0082551-0.044528i,-0.0057618-0.026238i,-0.024014-0.014999i,-0.036998+0.0059575i,-0.034786+0.019131i,-0.023134+0.016283i,-0.013414+0.0050467i,-0.016626-0.0051717i,-0.018301-0.0016053i,-0.0049387+0.0085174i,0.0048847+0.01018i,0.0041021+0.0076665i,0.0031857+0.0033446i
-0.61944+0.38591i,-0.77327+0.49555i,-0.73316+0.43827i,-0.52683+0.2689i,-0.27474+0.15011i,-0.073013+0.11866i,-0.002173+0.11066i,-0.05286+0.10222i,-0.084596+0.10172i,-0.049524+0.071939i,-0.020514+0.033466i,-0.011069+0.015328i,-0.0091181-0.010845i,-0.018954-0.031253i,-0.018729-0.024343i,-0.0022181-0.016527i,0.0055194-0.025788i,-0.0036088-0.033901i,-0.019927-0.026751i,-0.028554-0.014163i,-0.020468-0.0082024i,-0.0078399-0.0089819i,-0.0010328-0.0092014i
-0.26895-0.47342i,-0.16884-0.58262i,-0.040018-0.45849i,0.018268-0.12206i,0.029028+0.11761i,-0.018864+0.10131i,-0.085337+0.041102i,-0.064154+0.042862i,-0.020452+0.02417i,-0.01368+0.0097028i,0.0022098+0.0023778i,0.011319-0.012696i,0.010594-0.0023818i,0.022492+0.013246i,0.025139+0.0071716i,0.0075492+0.0014351i,-0.0061738+0.0072749i,-0.0014025+0.0074141i,0.011479-0.001083i,0.019585-0.0037747i,0.019165-0.0021141i,0.013185-0.0015052i,0.0038089+0.0035497i
0.17197-0.15247i,0.14959+0.2098i,0.18637+0.53991i,0.25886+0.43795i,0.21449+0.10732i,0.076661-0.079383i,0.002993-0.095179i,0.025545-0.047674i,0.075287-0.0219i,0.065012-0.034375i,0.017659-0.020094i,0.0062915+0.015378i,0.014154+0.025269i,0.010841+0.013693i,0.0024816-0.0077709i,-0.0077679-0.028714i,-0.0098297-0.031509i,0.0066559-0.023935i,0.020186-0.021981i,0.010559-0.021246i,-0.0065196-0.015373i,-0.014418-0.0080324i,-0.014236-0.0023803i
0.35947-0.10763i,0.15258-0.36669i,-0.1173-0.52125i,-0.14928-0.477i,-0.054375-0.3471i,-0.033192-0.16673i,-0.024822-0.043534i,-0.03403-0.074839i,-0.07314-0.10015i,-0.051256-0.057384i,-0.0075349-0.041912i,-0.0061608-0.038858i,-0.0098343-0.014046i,-0.0024957+0.0086642i,0.0095553+0.026518i,0.029829+0.036391i,0.042343+0.030701i,0.0411+0.020982i,0.040831+0.01262i,0.040995+0.0011103i,0.036229-0.005644i,0.029286-0.0094186i,0.019856-0.019096i
0.26244+0.56003i,0.55735+0.51735i,0.6451+0.25152i,0.34347+0.03353i,-0.0039793+0.020142i,-0.055421+0.063015i,0.02865+0.060237i,0.069026+0.048515i,0.049486+0.027394i,0.005897+0.023133i,0.0047522+0.047384i,0.024713+0.041522i,0.006834+0.016118i,-0.022697+0.016886i,-0.033282+0.025604i,-0.034854+0.02381i,-0.040836+0.018772i,-0.043061+0.023538i,-0.030785+0.037272i,-0.015748+0.039414i,-0.009892+0.026622i,-0.0066148+0.011062i,-0.0021614-0.0027948i
-0.64073+0.12046i,-0.77509+0.16524i,-0.74725+0.2236i,-0.54298+0.29937i,-0.22173+0.27806i,0.038436+0.15446i,0.12667+0.049729i,0.085067+0.045445i,0.046149+0.075948i,0.036288+0.049709i,-0.00095413+0.01056i,-0.033819+0.0049718i,-0.027527+0.00023086i,-0.010425-0.015159i,0.0068035-0.025203i,0.02338-0.029905i,0.027894-0.028445i,0.020526-0.022527i,0.012343-0.014717i,0.015512-0.0081751i,0.023729-0.010554i,0.021986-0.017016i,0.01294-0.013962i
-0.036868-0.49522i,0.15971-0.59476i,0.34232-0.57682i,0.37068-0.40401i,0.29486-0.17791i,0.15103-0.094061i,-0.019393-0.11314i,-0.074904-0.11793i,-0.036556-0.10613i,-0.019367-0.070473i,-0.0088839-0.022828i,0.021456-0.0053275i,0.040518-0.01777i,0.026223-0.030531i,-0.011131-0.016994i,-0.041709+0.023293i,-0.045241+0.05246i,-0.028048+0.050533i,-0.0099983+0.041412i,-0.00087364+0.043669i,0.0045158+0.048718i,0.013397+0.045982i,0.024612+0.03228i
0.12161-0.1202i,-0.041862+0.1498i,-0.074118+0.38561i,0.078997+0.27996i,0.1246+0.030975i,0.0061574-0.052262i,-0.062455-0.012448i,-0.057114+0.016946i,-0.037916+0.020574i,-0.020873-0.0055383i,-0.034259-0.032254i,-0.048314-0.014136i,-0.026925+0.016143i,-0.0043412+0.020623i,-0.0066046+0.0077991i,-0.025724-0.0085226i,-0.039451-0.018928i,-0.031393-0.01978i,-0.014833-0.016305i,-0.0077387-0.012657i,-0.0058247-0.0086225i,0.0012417-0.0051153i,0.0062882-0.0013525i
0.40007-0.020695i,0.26099-0.29388i,-0.11624-0.42545i,-0.38792-0.28487i,-0.34511-0.1139i,-0.18667-0.038708i,-0.080863+0.019291i,-0.010352+0.040026i,0.018145+0.023963i,0.03749+0.019137i,0.057207+0.0035159i,0.039932-0.019451i,0.001134-0.0096763i,-0.013813+0.017908i,0.00017977+0.02551i,0.01966+0.010854i,0.026212-0.0014935i,0.02136+0.0096021i,0.015255+0.031324i,0.0045566+0.037883i,-0.007032+0.036583i,-0.0065282+0.028703i,-0.0032222+0.010648i
-0.067573+0.67386i,0.0848+0.79925i,0.20993+0.63492i,0.15267+0.37738i,0.03999+0.27653i,0.094005+0.25233i,0.19827+0.14745i,0.18526+0.058237i,0.13329+0.043122i,0.0923+0.037484i,0.048115+0.037341i,0.017834+0.042761i,0.0079753+0.034389i,0.0050225+0.0073357i,-0.0067924-0.02433i,-0.029577-0.040947i,-0.04948-0.040898i,-0.057751-0.028627i,-0.058773-0.010897i,-0.058958+0.00030036i,-0.056889+0.0075666i,-0.043058+0.018263i,-0.018174+0.024089i
-0.43973-0.24491i,-0.41246-0.33856i,-0.21595-0.21707i,-0.008377+0.047511i,0.059638+0.15094i,-0.018925+0.051296i,-0.13197-0.036214i,-0.16812-0.043219i,-0.14031-0.043295i,-0.099674-0.033059i,-0.054297-0.019541i,-0.023547-0.02411i,-0.016708-0.033642i,-0.021224-0.041922i,-0.028431-0.049985i,-0.034989-0.051319i,-0.042162-0.04364i,-0.044264-0.025279i,-0.030902-0.0057473i,-0.0076342-0.0050699i,0.0051221-0.016043i,0.0041842-0.012924i,-5.6872e-05-0.0056924i
0.095368-0.11943i,0.28548+0.062083i,0.39845+0.066235i,0.33837-0.16622i,0.27559-0.28262i,0.28223-0.22633i,0.24918-0.19891i,0.13222-0.16688i,0.037413-0.086063i,-0.0027893-0.045837i,-0.036041-0.03989i,-0.037887-0.019367i,-0.00096493-0.018024i,0.017792-0.034602i,0.014266-0.031879i,0.012073-0.017835i,0.010603-0.0083282i,0.0036484-0.0088282i,-0.0024314-0.015582i,-0.00059774-0.020125i,0.0015357-0.021121i,0.00086883-0.013742i,0.0055803-0.0077928i
0.046645-0.43773i,-0.23066-0.62674i,-0.38466-0.60756i,-0.31176-0.42869i,-0.295-0.23672i,-0.35-0.018367i,-0.2476+0.14366i,-0.082171+0.1102i,-0.018423+0.023671i,0.0073465-0.0081819i,0.025103-0.032293i,0.014393-0.039176i,0.015411-0.015175i,0.037219-0.0020503i,0.044264-0.019875i,0.027835-0.048802i,0.01147-0.070208i,0.0064127-0.071077i,0.0099353-0.051731i,0.014105-0.032537i,0.0051388-0.02081i,-0.010723-0.0057991i,-0.012418+0.011388i
0.57655+0.42652i,0.75248+0.49318i,0.53123+0.46557i,0.098341+0.42479i,-0.097471+0.34003i,-0.010965+0.13579i,0.061068-0.042657i,0.070668-0.069329i,0.084292-0.047582i,0.065661-0.028836i,0.045955+0.015291i,0.04042+0.042984i,0.021687+0.057477i,0.023987+0.067922i,0.046975+0.038749i,0.051524-0.0186i,0.03794-0.057509i,0.016912-0.058816i,-0.010727-0.034169i,-0.030094-0.0062525i,-0.033406+0.0099268i,-0.028316+0.014083i,-0.018292+0.011219i
-0.6105+0.21811i,-0.96015+0.15503i,-1.0048+0.10284i,-0.65335+0.1721i,-0.28355+0.27328i,-0.14173+0.34607i,-0.097764+0.38647i,-0.048299+0.34213i,0.0030455+0.23302i,0.045821+0.12043i,0.049945+0.027658i,0.02184-0.012852i,0.0036656-0.0050099i,-0.0048535+0.011067i,0.0027865+0.026339i,0.035294+0.03772i,0.051769+0.041827i,0.046039+0.051241i,0.049382+0.055379i,0.050722+0.037899i,0.03411+0.018712i,0.018232+0.0083281i,0.010216-0.0013208i
0.13821-0.12734i,0.59631-0.18073i,0.90908-0.23173i,0.81774-0.28645i,0.5477-0.35354i,0.25658-0.40015i,0.0048157-0.36171i,-0.096722-0.23815i,-0.091363-0.099636i,-0.074051+0.008677i,-0.058924+0.065894i,-0.037629+0.077424i,-0.015568+0.065335i,0.0035751+0.046425i,0.022191+0.037148i,0.03943+0.037702i,0.048245+0.0319i,0.031522+0.014192i,-0.00199+0.0006898i,-0.016659-0.0043903i,-0.014057-0.019087i,-0.015876-0.030794i,-0.014487-0.026419i
-0.36247-0.14402i,-0.61523+0.098117i,-0.63057+0.29884i,-0.43934+0.20912i,-0.2827+0.058905i,-0.14086+0.090888i,0.040087+0.13192i,0.11129+0.083777i,0.085214+0.034192i,0.061944-0.019759i,0.01795-0.05869i,-0.027946-0.040593i,-0.037484-0.016612i,-0.031461-0.010122i,-0.022266-0.0063733i,-0.016946-0.011774i,-0.023642-0.031797i,-0.036788-0.054484i,-0.039507-0.048734i,-0.020585-0.016571i,-0.00064279+0.0054994i,0.0037947+0.014224i,0.01125+0.017528i
0.60889-0.33221i,0.77931-0.64127i,0.54727-0.81357i,0.072423-0.68801i,-0.20843-0.42069i,-0.18208-0.28264i,-0.097902-0.26874i,-0.10018-0.22617i,-0.11677-0.12318i,-0.060772-0.039262i,0.020626-0.042462i,0.036978-0.079827i,0.017356-0.06657i,0.025475-0.042358i,0.030924-0.051326i,0.0032249-0.062279i,-0.02066-0.066546i,-0.024452-0.079294i,-0.032754-0.078961i,-0.043592-0.053175i,-0.042325-0.027347i,-0.036113-0.010619i,-0.027834+0.0060434i
-0.02135+0.53315i,-0.032563+0.77419i,0.075785+0.76856i,0.22659+0.62233i,0.23174+0.52752i,0.15109+0.45943i,0.11417+0.34896i,0.099478+0.2296i,0.053067+0.14359i,-0.0015166+0.11157i,-0.0092665+0.11012i,0.013734+0.091789i,0.022871+0.073399i,0.01567+0.080654i,0.011083+0.090792i,0.025375+0.091353i,0.063872+0.091552i,0.10922+0.082099i,0.11804+0.047311i,0.090233+0.0097657i,0.073628-0.015115i,0.06723-0.043531i,0.041746-0.058599i
-0.028086-0.07618i,-0.015022-0.32419i,-0.070605-0.4586i,-0.12371-0.43485i,-0.15947-0.46583i,-0.28445-0.46444i,-0.3869-0.27271i,-0.317-0.10834i,-0.1831-0.077956i,-0.094873-0.051315i,-0.04303-0.012541i,-0.020432-0.0056792i,-0.027472-0.006596i,-0.043747+0.0056133i,-0.029534+0.01698i,0.013763+0.0093015i,0.035062+0.00075993i,0.029046+0.02102i,0.031186+0.04506i,0.036333+0.041666i,0.019233+0.034871i,-0.0013427+0.046668i,-0.0027196+0.050005i
-0.24116+0.15886i,-0.23524+0.28815i,-0.076946+0.23761i,0.097618+0.078547i,0.18464+0.083426i,0.20642+0.17125i,0.16579+0.097336i,0.030916-0.022589i,-0.1176-0.032335i,-0.17378+0.017394i,-0.15345+0.054018i,-0.12189+0.069954i,-0.10243+0.062192i,-0.091899+0.033222i,-0.085166+0.0048013i,-0.095063-0.022273i,-0.13138-0.049442i,-0.15789-0.057301i,-0.13593-0.039991i,-0.083532-0.020455i,-0.043319-0.014836i,-0.025046-0.017059i,-0.022674-0.019894i
0.14622-0.23814i,0.23183-0.30777i,0.16538-0.20068i,0.020069-0.10244i,-0.11413-0.20681i,-0.18859-0.29388i,-0.10868-0.18469i,0.056826-0.089566i,0.13258-0.090153i,0.13663-0.09718i,0.12702-0.12915i,0.074258-0.1486i,0.032357-0.090326i,0.043638-0.02276i,0.065317+0.010708i,0.09709+0.034214i,0.13931+0.034787i,0.13846+0.017103i,0.093351+0.021602i,0.070576+0.041395i,0.080066+0.038027i,0.077407+0.0060821i,0.054834-0.022604i
-0.015348+0.23393i,-0.05221+0.49597i,-0.0922+0.65078i,-0.021266+0.74405i,0.20882+0.80456i,0.42837+0.59715i,0.38575+0.19757i,0.16455-0.011414i,0.024686-0.034213i,-0.028344-0.040874i,-0.055385-0.025822i,-0.049931-0.0034402i,-0.051081-0.0064683i,-0.061222-0.021837i,-0.077895-0.050369i,-0.11549-0.05582i,-0.11934-0.02419i,-0.066064-0.019125i,-0.031942-0.053574i,-0.055138-0.050249i,-0.075903+0.0086428i,-0.054097+0.060222i,-0.014394+0.070476i
-0.30062+0.10513i,-0.18497+0.0986i,0.064483-0.097122i,0.17218-0.35689i,-0.043139-0.4514i,-0.33617-0.21413i,-0.37131+0.091925i,-0.21668+0.12374i,-0.085397-0.0018015i,-0.0048999-0.067489i,0.03648-0.072037i,0.037108-0.056533i,0.028234-0.05503i,0.012853-0.064409i,-0.0012605-0.046696i,0.014162-0.018723i,0.044397-0.013958i,0.064923-0.014954i,0.075767-0.012153i,0.065303-0.026133i,0.030509-0.040423i,-0.0044144-0.037243i,-0.022152-0.027861i
0.32949+7.5834i,2.9599+6.0976i,6.7569+5.0083i,8.1276+1.9693i,6.6698-1.5359i,3.3642-3.3106i,0.57318-2.2772i,-0.24917-0.47128i,0.33953+0.44172i,1.0304+0.17306i,0.69839-0.57525i,-0.27263-0.96761i,-1.1127-0.91185i,-1.5506-0.47811i,-1.3843+0.074938i,-0.86086+0.38574i,-0.41006+0.34431i,-0.16089+0.10709i,-0.020169-0.10951i,0.057442-0.23221i,0.090353-0.29695i,0.08668-0.26693i,0.092871-0.13614i
-0.10563-0.14949i,-0.09136-0.20397i,-0.18331-0.23399i,-0.32461-0.25833i,-0.36224-0.28552i,-0.24998-0.2585i,-0.12417-0.22807i,-0.15906-0.18344i,-0.26273-0.06041i,-0.259+0.038732i,-0.19527+0.059761i,-0.1314+0.06328i,-0.072442+0.056495i,-0.046222+0.03375i,-0.050366+0.0040186i,-0.065939-0.015041i,-0.070685-0.016572i,-0.061285-0.013762i,-0.04426-0.0098704i,-0.019298-0.0017325i,0.0097168+0.018715i,0.028143+0.035802i,0.027537+0.034013i
